symbol,initial_capital,final_capital,net_profit_brl,return_pct,bnh_return_pct,total_trades,winning_trades,losing_trades,breakeven_trades,win_rate_pct,profit_factor,max_drawdown_pct
ARB,200.0,229.42280031369307,29.422800313693074,14.711400156846539,-8.673469387755109,8,3,5,0,37.5,1.7546736758264019,10.035440927679094
RENDER,200.0,207.50003660923088,7.500036609230875,3.7500183046154376,-2.2840827980014295,13,5,8,0,38.46153846153847,1.132849706773233,11.527991216697213
ONDO,200.0,233.3388499302573,33.33884993025731,16.669424965128655,32.56968308514699,12,6,6,0,50.0,1.8443225277813797,14.504225993465681
PEPE,200.0,182.20545118678615,-17.79454881321385,-8.897274406606925,-32.15130023640662,14,4,10,0,28.57142857142857,0.611762075692197,12.282741317717614
AAVE,200.0,170.91439561488716,-29.085604385112845,-14.542802192556422,-23.63024671579622,11,4,7,0,36.36363636363637,0.47651585791766754,18.926420600753715
TIA,200.0,199.09570003859113,-0.9042999614088671,-0.4521499807044336,1.2503907471084725,11,4,7,0,36.36363636363637,0.9842466544545269,18.963727318937256
