Data Entrada,Ativo,Regime,Score,Preço Entrada,Stop Loss,Alvo 1,Alvo 2,Datas Saída,Preços Saída,Motivo Saída,Resultado (R$),Saldo Acumulado (R$)
2022-09-12 20:00,XMR,Tendência (2.5R),100/100,$162.2511,$157.0111 (-3.23%),$175.3511,$183.2111,2022-09-13 12:00,$156.8855,Stop Loss Inicial (Pessimista),"R$ -1,716.47","R$ 62,104.04"
2022-10-04 16:00,BCH,Consolidação (1.8R),100/100,$121.4107,$116.8145 (-3.79%),$129.6838,$134.2800,2022-10-07 12:00,$116.7210,Stop Loss Inicial (Pessimista),"R$ -1,676.37","R$ 61,765.54"
2022-10-04 08:00,ENS,Consolidação (1.8R),100/100,$15.8239,$15.8239 (-4.81%),$17.1932,$17.9539,2022-10-05 16:00 | 2022-10-09 20:00,$17.1932 | $17.9539,Alvo 1 (1.8R) | Alvo 2,"R$ +3,485.39","R$ 63,913.07"
2022-10-25 16:00,DOGE,Consolidação (1.8R),100/100,$0.0611,$0.0611 (-3.30%),$0.0647,$0.0668,2022-10-26 00:00 | 2022-10-26 00:00,$0.0647 | $0.0668,Alvo 1 (1.8R) | Alvo 2,"R$ +3,594.36","R$ 67,487.47"
2022-10-25 20:00,AR,Tendência (2.5R),100/100,$10.8004,$10.1524 (-6.00%),$12.4205,$13.3925,2022-10-27 20:00,$10.1443,Stop Loss Inicial (Pessimista),"R$ -1,671.37","R$ 65,836.06"
2022-10-28 16:00,SUSHI,Tendência (2.5R),100/100,$1.6988,$1.6988 (-6.00%),$1.9537,$2.1066,2022-10-30 20:00,$1.6975,Stop no Breakeven (Pessimista),R$ -80.09,"R$ 65,643.47"
2022-10-28 16:00,AVAX,Tendência (2.5R),100/100,$17.5948,$17.5948 (-3.61%),$19.1815,$20.1336,2022-10-31 08:00 | 2022-11-01 16:00,$19.1815 | $18.6110,Alvo 1 (2.5R) | Trailing EMA20,"R$ +3,253.21","R$ 68,937.82"
2022-11-02 04:00,THETA,Tendência (2.5R),100/100,$1.2386,$1.1719 (-5.39%),$1.4055,$1.5056,2022-11-02 12:00,$1.1709,Stop Loss Inicial (Pessimista),"R$ -1,797.33","R$ 67,133.43"
2022-10-28 08:00,ATOM,Tendência (2.5R),100/100,$13.1045,$13.1045 (-4.90%),$14.7091,$15.6718,2022-11-02 20:00,$13.0941,Stop no Breakeven (Pessimista),R$ -133.91,"R$ 67,077.95"
2022-11-03 16:00,SUSHI,Tendência (2.5R),100/100,$1.7799,$1.7799 (-6.00%),$2.0469,$2.2071,2022-11-04 12:00 | 2022-11-05 20:00,$2.0469 | $1.7785,Alvo 1 (2.5R) | Stop Breakeven 0x0 2ª metade (Pessimista),"R$ +2,028.39","R$ 69,019.56"
2022-11-03 08:00,ARPA,Consolidação (1.8R),100/100,$0.0356,$0.0356 (-6.00%),$0.0395,$0.0416,2022-11-06 20:00,$0.0356,Stop no Breakeven (Pessimista),R$ -93.57,"R$ 68,957.79"
2022-11-03 08:00,BNB,Tendência (2.5R),100/100,$333.8368,$333.8368 (-5.47%),$379.4912,$406.8839,2022-11-07 00:00,$333.5698,Stop no Breakeven (Pessimista),R$ -105.58,"R$ 68,907.19"
2022-11-07 04:00,LTC,Tendência (2.5R),100/100,$71.5357,$67.2436 (-6.00%),$82.2661,$88.7043,2022-11-07 20:00,$67.1898,Stop Loss Inicial (Pessimista),"R$ -1,791.64","R$ 67,069.65"
2022-11-07 12:00,GMT,Tendência (2.5R),100/100,$0.6091,$0.5726 (-6.00%),$0.7005,$0.7553,2022-11-08 00:00,$0.5721,Stop Loss Inicial (Pessimista),"R$ -1,790.83","R$ 65,303.21"
2022-11-07 16:00,DOT,Tendência (2.5R),100/100,$7.1436,$6.7150 (-6.00%),$8.2151,$8.8580,2022-11-08 00:00,$6.7096,Stop Loss Inicial (Pessimista),"R$ -1,787.40","R$ 63,537.33"
2022-12-13 12:00,ETH,Consolidação (1.8R),100/100,$1286.8831,$1286.8831 (-2.88%),$1353.5065,$1390.5195,2022-12-14 16:00 | 2022-12-15 00:00,$1353.5065 | $1285.8536,Alvo 1 (1.8R) | Stop Breakeven 0x0 2ª metade (Pessimista),"R$ +1,298.21","R$ 64,755.62"
2022-12-13 16:00,OP,Consolidação (1.8R),100/100,$1.1295,$1.1295 (-6.00%),$1.2514,$1.3192,2022-12-15 00:00,$1.1286,Stop no Breakeven (Pessimista),R$ -71.59,"R$ 64,707.43"
2022-12-13 12:00,ZEC,Consolidação (1.8R),100/100,$46.5333,$44.8972 (-3.52%),$49.4781,$51.1142,2022-12-16 08:00,$44.8613,Stop Loss Inicial (Pessimista),"R$ -1,729.25","R$ 63,034.69"
2023-01-08 16:00,RUNE,Consolidação (1.8R),100/100,$1.3867,$1.3867 (-2.73%),$1.4547,$1.4925,2023-01-09 00:00 | 2023-01-09 16:00,$1.4547 | $1.4925,Alvo 1 (1.8R) | Alvo 2,"R$ +3,522.92","R$ 66,499.84"
2023-01-09 04:00,CELO,Tendência (2.5R),100/100,$0.5303,$0.5303 (-4.87%),$0.5948,$0.6335,2023-01-10 00:00,$0.5298,Stop no Breakeven (Pessimista),R$ -86.12,"R$ 66,435.35"
2023-01-11 08:00,LTC,Tendência (2.5R),100/100,$83.0815,$83.0815 (-4.61%),$92.6569,$98.4022,2023-01-12 12:00,$83.0151,Stop no Breakeven (Pessimista),R$ -93.74,"R$ 68,249.69"
2023-01-08 16:00,ATOM,Tendência (2.5R),100/100,$10.4682,$10.4682 (-5.12%),$11.8084,$12.6125,2023-01-11 20:00 | 2023-01-14 00:00,$11.8084 | $12.6125,Alvo 1 (2.5R) | Alvo 2,"R$ +5,026.05","R$ 75,528.90"
2023-01-11 20:00,NEAR,Tendência (2.5R),100/100,$1.6838,$1.6838 (-6.00%),$1.9364,$2.0880,2023-01-13 20:00 | 2023-01-14 00:00,$1.9364 | $2.0880,Alvo 1 (2.5R) | Alvo 2,"R$ +5,485.77","R$ 78,931.06"
2023-01-12 20:00,TRX,Tendência (2.5R),100/100,$0.0569,$0.0569 (-2.72%),$0.0608,$0.0631,2023-01-13 20:00 | 2023-01-14 00:00,$0.0608 | $0.0631,Alvo 1 (2.5R) | Alvo 2,"R$ +5,424.16","R$ 82,313.72"
2023-01-14 00:00,ZEC,Tendência (2.5R),100/100,$45.4027,$45.4027 (-4.17%),$50.1308,$52.9677,2023-01-14 08:00,$45.3664,Stop no Breakeven (Pessimista),R$ -118.64,"R$ 82,195.08"
2023-01-17 16:00,MTL,Tendência (2.5R),100/100,$0.9095,$0.8575 (-5.71%),$1.0394,$1.1173,2023-01-18 12:00,$0.8568,Stop Loss Inicial (Pessimista),"R$ -2,141.44","R$ 79,998.90"
2023-01-18 04:00,MASK,Consolidação (1.8R),100/100,$2.8814,$2.7086 (-6.00%),$3.1926,$3.3655,2023-01-18 12:00,$2.7064,Stop Loss Inicial (Pessimista),"R$ -2,133.05","R$ 77,894.93"
2023-01-18 08:00,ICP,Tendência (2.5R),100/100,$5.5027,$5.1726 (-6.00%),$6.3282,$6.8234,2023-01-18 12:00,$5.1684,Stop Loss Inicial (Pessimista),"R$ -2,128.81","R$ 75,791.78"
2023-01-19 08:00,ENJ,Tendência (2.5R),100/100,$0.4187,$0.4187 (-6.00%),$0.4815,$0.5192,2023-01-21 08:00,$0.4184,Stop no Breakeven (Pessimista),R$ -91.92,"R$ 77,958.50"
2023-01-19 20:00,SNX,Tendência (2.5R),100/100,$2.2581,$2.2581 (-6.00%),$2.5968,$2.8001,2023-01-20 20:00 | 2023-01-24 08:00,$2.5968 | $2.5390,Alvo 1 (2.5R) | Trailing EMA20,"R$ +4,248.32","R$ 82,170.99"
2023-01-23 04:00,CELO,Tendência (2.5R),100/100,$0.7274,$0.7274 (-6.00%),$0.8365,$0.9019,2023-01-24 16:00,$0.7268,Stop no Breakeven (Pessimista),R$ -94.35,"R$ 82,109.58"
2023-01-19 16:00,MTL,Tendência (2.5R),100/100,$0.8764,$0.8764 (-3.74%),$0.9583,$1.0074,2023-01-21 12:00 | 2023-01-24 20:00,$0.9583 | $0.9220,Alvo 1 (2.5R) | Trailing EMA20,"R$ +3,553.78","R$ 83,407.62"
2023-01-26 00:00,ATOM,Consolidação (1.8R),100/100,$13.5668,$12.7528 (-6.00%),$15.0320,$15.8460,2023-01-27 00:00,$12.7426,Stop Loss Inicial (Pessimista),"R$ -2,171.89","R$ 81,167.13"
2023-01-26 08:00,CELO,Tendência (2.5R),100/100,$0.7694,$0.7694 (-6.00%),$0.8848,$0.9540,2023-01-27 00:00,$0.7688,Stop no Breakeven (Pessimista),R$ -86.83,"R$ 81,105.90"
2023-01-27 00:00,COMP,Consolidação (1.8R),100/100,$55.2376,$55.2376 (-6.00%),$61.2033,$64.5175,2023-01-27 16:00 | 2023-01-28 04:00,$61.2033 | $55.1934,Alvo 1 (1.8R) | Stop Breakeven 0x0 2ª metade (Pessimista),"R$ +1,750.65","R$ 82,818.45"
2023-01-28 00:00,CRV,Consolidação (1.8R),100/100,$1.1336,$1.0656 (-6.00%),$1.2560,$1.3240,2023-01-28 08:00,$1.0647,Stop Loss Inicial (Pessimista),"R$ -2,151.21","R$ 80,689.09"
2023-01-29 08:00,ZEC,Consolidação (1.8R),100/100,$47.3136,$44.6764 (-5.57%),$52.0608,$54.6981,2023-01-30 08:00,$44.6406,Stop Loss Inicial (Pessimista),"R$ -2,107.63","R$ 78,556.84"
2023-01-26 00:00,ETH,Tendência (2.5R),100/100,$1612.2457,$1530.4964 (-5.07%),$1816.6189,$1939.2429,2023-01-30 16:00,$1529.2720,Stop Loss Inicial (Pessimista),"R$ -2,232.84","R$ 76,407.87"
2023-01-31 16:00,BCH,Consolidação (1.8R),100/100,$134.7573,$131.2301 (-2.62%),$141.1063,$144.6335,2023-02-01 08:00,$131.1252,Stop Loss Inicial (Pessimista),"R$ -2,089.45","R$ 74,318.42"
2023-02-02 00:00,COMP,Consolidação (1.8R),100/100,$55.6578,$52.3183 (-6.00%),$61.6689,$65.0083,2023-02-02 20:00,$52.2765,Stop Loss Inicial (Pessimista),"R$ -1,974.51","R$ 73,929.31"
2023-02-01 16:00,ATOM,Consolidação (1.8R),100/100,$13.9760,$13.9760 (-4.53%),$15.1148,$15.7475,2023-02-02 00:00 | 2023-02-05 00:00,$15.1148 | $14.6240,Alvo 1 (1.8R) | Trailing EMA20,"R$ +2,536.22","R$ 74,777.84"
2023-02-02 20:00,CRV,Tendência (2.5R),100/100,$1.0965,$1.0439 (-4.80%),$1.2281,$1.3071,2023-02-05 12:00,$1.0431,Stop Loss Inicial (Pessimista),"R$ -1,964.75","R$ 72,858.69"
2023-02-06 20:00,CELO,Tendência (2.5R),100/100,$0.8104,$0.7754 (-4.32%),$0.8979,$0.9504,2023-02-07 00:00,$0.7748,Stop Loss Inicial (Pessimista),"R$ -1,918.45","R$ 70,885.04"
2023-02-06 16:00,CRV,Tendência (2.5R),100/100,$1.0725,$1.0725 (-3.94%),$1.1782,$1.2416,2023-02-08 12:00 | 2023-02-08 12:00,$1.1782 | $1.2416,Alvo 1 (2.5R) | Alvo 2,"R$ +5,821.64","R$ 76,691.65"
2023-02-07 04:00,LTC,Consolidação (1.8R),100/100,$99.6498,$94.7033 (-4.96%),$108.5535,$113.5000,2023-02-09 16:00,$94.6275,Stop Loss Inicial (Pessimista),"R$ -1,879.62","R$ 74,813.37"
2023-02-02 00:00,ETH,Consolidação (1.8R),100/100,$1642.6309,$1545.7888 (-5.90%),$1816.9467,$1913.7888,2023-02-09 20:00,$1544.5522,Stop Loss Inicial (Pessimista),"R$ -2,043.23","R$ 72,865.25"
2023-02-09 00:00,NEO,Tendência (2.5R),100/100,$9.1876,$9.1876 (-6.00%),$10.5657,$11.3926,2023-02-09 20:00,$9.1802,Stop no Breakeven (Pessimista),R$ -79.97,"R$ 72,815.75"
2023-02-10 08:00,HBAR,Consolidação (1.8R),100/100,$0.0753,$0.0753 (-6.00%),$0.0834,$0.0879,2023-02-11 00:00 | 2023-02-11 04:00,$0.0834 | $0.0879,Alvo 1 (1.8R) | Alvo 2,"R$ +4,131.81","R$ 76,918.37"
2023-02-10 12:00,DUSK,Tendência (2.5R),100/100,$0.1906,$0.1906 (-6.00%),$0.2192,$0.2364,2023-02-11 08:00 | 2023-02-12 04:00,$0.2192 | $0.2364,Alvo 1 (2.5R) | Alvo 2,"R$ +5,851.25","R$ 82,770.71"
2023-02-11 16:00,ROSE,Consolidação (1.8R),100/100,$0.0691,$0.0691 (-6.00%),$0.0766,$0.0807,2023-02-12 08:00 | 2023-02-12 08:00,$0.0766 | $0.0807,Alvo 1 (1.8R) | Alvo 2,"R$ +4,492.54","R$ 87,291.35"
2023-02-12 08:00,ROSE,Tendência (2.5R),100/100,$0.0734,$0.0734 (-6.00%),$0.0845,$0.0911,2023-02-13 00:00,$0.0734,Stop no Breakeven (Pessimista),R$ -91.22,"R$ 87,200.14"
2023-02-14 00:00,TRX,Consolidação (1.8R),100/100,$0.0656,$0.0656 (-3.12%),$0.0693,$0.0713,2023-02-15 12:00 | 2023-02-16 00:00,$0.0693 | $0.0713,Alvo 1 (1.8R) | Alvo 2,"R$ +4,869.39","R$ 92,010.12"
2023-02-15 16:00,IMX,Tendência (2.5R),100/100,$1.1922,$1.1922 (-6.00%),$1.3710,$1.4783,2023-02-16 00:00,$1.1912,Stop no Breakeven (Pessimista),R$ -89.09,"R$ 91,945.04"
2023-02-15 12:00,LDO,Consolidação (1.8R),100/100,$2.7418,$2.7418 (-6.00%),$3.0379,$3.2024,2023-02-16 04:00,$2.7396,Stop no Breakeven (Pessimista),R$ -92.89,"R$ 91,887.55"
2023-02-18 16:00,XLM,Consolidação (1.8R),100/100,$0.0931,$0.0891 (-4.31%),$0.1003,$0.1043,2023-02-20 00:00,$0.0890,Stop Loss Inicial (Pessimista),"R$ -2,434.93","R$ 89,324.50"
2023-02-18 04:00,UNI,Consolidação (1.8R),100/100,$6.9325,$6.9325 (-5.83%),$7.6599,$8.0641,2023-02-21 20:00,$6.9269,Stop no Breakeven (Pessimista),R$ -135.29,"R$ 91,992.26"
2023-02-20 04:00,TRX,Tendência (2.5R),100/100,$0.0722,$0.0692 (-4.16%),$0.0797,$0.0842,2023-02-21 20:00,$0.0691,Stop Loss Inicial (Pessimista),"R$ -2,379.74","R$ 89,679.35"
2023-02-18 16:00,BCH,Tendência (2.5R),100/100,$137.2486,$137.2486 (-3.55%),$149.4210,$156.7244,2023-02-21 00:00 | 2023-02-22 04:00,$149.4210 | $141.1600,Alvo 1 (2.5R) | Trailing EMA20,"R$ +3,635.77","R$ 90,573.35"
2023-02-23 04:00,ENJ,Consolidação (1.8R),100/100,$0.5418,$0.5093 (-6.00%),$0.6003,$0.6328,2023-02-24 12:00,$0.5089,Stop Loss Inicial (Pessimista),"R$ -2,362.43","R$ 88,182.63"
2023-02-24 08:00,SNX,Consolidação (1.8R),100/100,$2.7214,$2.5581 (-6.00%),$3.0153,$3.1785,2023-02-24 12:00,$2.5560,Stop Loss Inicial (Pessimista),"R$ -2,346.48","R$ 85,864.44"
2023-02-25 04:00,ZRX,Tendência (2.5R),100/100,$0.2787,$0.2787 (-6.00%),$0.3206,$0.3456,2023-02-25 16:00,$0.2785,Stop no Breakeven (Pessimista),R$ -89.31,"R$ 85,775.13"
2023-02-26 08:00,ANKR,Tendência (2.5R),100/100,$0.0439,$0.0413 (-6.00%),$0.0505,$0.0544,2023-02-28 04:00,$0.0412,Stop Loss Inicial (Pessimista),"R$ -2,240.71","R$ 83,425.94"
2023-02-27 04:00,QTUM,Consolidação (1.8R),100/100,$3.4737,$3.3640 (-3.16%),$3.6713,$3.7810,2023-02-28 04:00,$3.3613,Stop Loss Inicial (Pessimista),"R$ -2,315.69","R$ 81,181.31"
2023-02-27 04:00,NEO,Consolidação (1.8R),100/100,$13.1266,$12.3390 (-6.00%),$14.5442,$15.3318,2023-02-28 12:00,$12.3291,Stop Loss Inicial (Pessimista),"R$ -2,236.40","R$ 78,982.33"
2023-02-28 16:00,RSR,Consolidação (1.8R),100/100,$0.0054,$0.0050 (-6.00%),$0.0059,$0.0063,2023-02-28 20:00,$0.0050,Stop Loss Inicial (Pessimista),"R$ -2,047.17","R$ 76,935.16"
2023-03-01 12:00,SNX,Tendência (2.5R),100/100,$2.9945,$2.8148 (-6.00%),$3.4437,$3.7132,2023-03-02 08:00,$2.8126,Stop Loss Inicial (Pessimista),"R$ -2,003.44","R$ 74,931.71"
2023-03-05 16:00,IMX,Consolidação (1.8R),100/100,$1.0769,$1.0166 (-5.61%),$1.1856,$1.2460,2023-03-06 12:00,$1.0158,Stop Loss Inicial (Pessimista),"R$ -1,953.02","R$ 72,945.90"
2023-03-05 12:00,SNX,Consolidação (1.8R),100/100,$3.1516,$2.9625 (-6.00%),$3.4919,$3.6810,2023-03-07 08:00,$2.9601,Stop Loss Inicial (Pessimista),"R$ -1,960.63","R$ 71,018.06"
2023-03-16 04:00,MASK,Tendência (2.5R),100/100,$3.8519,$3.8519 (-6.00%),$4.4297,$4.7764,2023-03-17 00:00,$3.8488,Stop no Breakeven (Pessimista),R$ -77.54,"R$ 70,918.34"
2023-03-18 00:00,MANA,Consolidação (1.8R),100/100,$0.6439,$0.6053 (-6.00%),$0.7135,$0.7521,2023-03-20 16:00,$0.6048,Stop Loss Inicial (Pessimista),"R$ -1,860.36","R$ 68,966.54"
