Data,Ativo,Score,Motivo do Veto,Resultado Simulado,Prejuízo Evitado (R$)
2026-03-02 12:00,ILV,71/100,BTC perdeu suporte macro (abaixo da EMA 50 1D),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-03-04 08:00,ILV,61/100,Limite de Exposição Global da Carteira atingido (máx 2 posições abertas),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-03-04 12:00,ILV,61/100,Limite de Exposição Global da Carteira atingido (máx 2 posições abertas),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-03-04 16:00,ILV,71/100,Limite de Exposição Global da Carteira atingido (máx 2 posições abertas),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-03-05 08:00,ILV,67/100,Limite de Exposição Global da Carteira atingido (máx 2 posições abertas) | BTC perdeu suporte macro (abaixo da EMA 50 1D),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-03-06 00:00,ILV,71/100,Limite de Exposição Global da Carteira atingido (máx 2 posições abertas) | BTC perdeu suporte macro (abaixo da EMA 50 1D),Prejuízo evitado: -R$ 2.00 (-9.07%),R$ 2.00
2026-03-08 08:00,ILV,56/100,Limite de Exposição Global da Carteira atingido (máx 2 posições abertas) | BTC perdeu suporte macro (abaixo da EMA 50 1D) | Preço abaixo da EMA 50 4h sem volume agressor,Alvo 1 atingido (Oportunidade filtrada pelo protocolo),"R$ 0,00"
2026-03-10 08:00,ILV,60/100,Limite de Exposição Global da Carteira atingido (máx 2 posições abertas) | BTC perdeu suporte macro (abaixo da EMA 50 1D),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-03-11 00:00,ILV,75/100,Limite de Exposição Global da Carteira atingido (máx 2 posições abertas) | BTC perdeu suporte macro (abaixo da EMA 50 1D),Alvo 1 atingido (Oportunidade filtrada pelo protocolo),"R$ 0,00"
2026-03-11 08:00,ILV,67/100,Limite de Exposição Global da Carteira atingido (máx 2 posições abertas) | BTC perdeu suporte macro (abaixo da EMA 50 1D),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-03-11 20:00,ILV,71/100,Limite de Exposição Global da Carteira atingido (máx 2 posições abertas) | BTC perdeu suporte macro (abaixo da EMA 50 1D),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-03-13 00:00,ILV,76/100,Limite de Exposição Global da Carteira atingido (máx 2 posições abertas),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-03-13 04:00,ILV,76/100,Limite de Exposição Global da Carteira atingido (máx 2 posições abertas),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-03-16 04:00,ILV,74/100,Limite de Exposição Global da Carteira atingido (máx 2 posições abertas),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-03-16 08:00,ILV,74/100,Limite de Exposição Global da Carteira atingido (máx 2 posições abertas),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-03-20 00:00,SUI,38/100,Preço abaixo da EMA 50 4h sem volume agressor,Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-03-20 00:00,ILV,27/100,Janela de Desbloqueio de Vesting ILV > 1% | Preço abaixo da EMA 50 4h sem volume agressor,Prejuízo evitado: -R$ 2.02 (-6.61%),R$ 2.02
2026-03-20 20:00,SUI,44/100,Preço abaixo da EMA 50 4h sem volume agressor,Prejuízo evitado: -R$ 2.02 (-6.19%),R$ 2.02
2026-03-21 00:00,SOL,68/100,BTC perdeu suporte macro (abaixo da EMA 50 1D),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-03-21 12:00,ILV,27/100,Janela de Desbloqueio de Vesting ILV > 1% | BTC perdeu suporte macro (abaixo da EMA 50 1D) | Preço abaixo da EMA 50 4h sem volume agressor,Prejuízo evitado: -R$ 2.02 (-5.27%),R$ 2.02
2026-03-22 04:00,ILV,27/100,Janela de Desbloqueio de Vesting ILV > 1% | BTC perdeu suporte macro (abaixo da EMA 50 1D) | Preço abaixo da EMA 50 4h sem volume agressor,Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-03-23 08:00,SUI,63/100,Score insuficiente (63/100 < 75),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-03-23 08:00,ILV,39/100,Janela de Desbloqueio de Vesting ILV > 1%,Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-03-25 04:00,SUI,52/100,Desbloqueio de Vesting SUI > 1% (Cliff mensal no dia 1),Prejuízo evitado: -R$ 2.02 (-7.12%),R$ 2.02
2026-03-25 08:00,SUI,52/100,Desbloqueio de Vesting SUI > 1% (Cliff mensal no dia 1),Prejuízo evitado: -R$ 2.02 (-7.85%),R$ 2.02
2026-03-25 20:00,SUI,52/100,Desbloqueio de Vesting SUI > 1% (Cliff mensal no dia 1),Prejuízo evitado: -R$ 2.02 (-7.01%),R$ 2.02
2026-03-25 20:00,ILV,52/100,Janela de Desbloqueio de Vesting ILV > 1%,Prejuízo evitado: -R$ 2.02 (-5.70%),R$ 2.02
2026-03-26 20:00,SUI,23/100,Desbloqueio de Vesting SUI > 1% (Cliff mensal no dia 1) | BTC perdeu suporte macro (abaixo da EMA 50 1D) | Preço abaixo da EMA 50 4h sem volume agressor,Prejuízo evitado: -R$ 2.02 (-4.73%),R$ 2.02
2026-03-28 04:00,SOL,54/100,BTC perdeu suporte macro (abaixo da EMA 50 1D) | Preço abaixo da EMA 50 4h sem volume agressor,Prejuízo evitado: -R$ 2.00 (-4.95%),R$ 2.00
2026-03-28 04:00,SUI,31/100,Desbloqueio de Vesting SUI > 1% (Cliff mensal no dia 1) | BTC perdeu suporte macro (abaixo da EMA 50 1D) | Preço abaixo da EMA 50 4h sem volume agressor,Prejuízo evitado: -R$ 2.00 (-4.65%),R$ 2.00
2026-03-28 12:00,SOL,58/100,BTC perdeu suporte macro (abaixo da EMA 50 1D) | Preço abaixo da EMA 50 4h sem volume agressor,Prejuízo evitado: -R$ 2.00 (-5.07%),R$ 2.00
2026-03-29 16:00,ILV,44/100,BTC perdeu suporte macro (abaixo da EMA 50 1D) | Preço abaixo da EMA 50 4h sem volume agressor,Alvo 1 atingido (Oportunidade filtrada pelo protocolo),"R$ 0,00"
2026-03-30 00:00,SOL,48/100,BTC perdeu suporte macro (abaixo da EMA 50 1D),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-03-30 00:00,SUI,31/100,Desbloqueio de Vesting SUI > 1% (Cliff mensal no dia 1) | BTC perdeu suporte macro (abaixo da EMA 50 1D) | Preço abaixo da EMA 50 4h sem volume agressor,Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-03-30 00:00,ILV,61/100,BTC perdeu suporte macro (abaixo da EMA 50 1D),Alvo 1 atingido (Oportunidade filtrada pelo protocolo),"R$ 0,00"
2026-03-31 12:00,ILV,71/100,BTC perdeu suporte macro (abaixo da EMA 50 1D),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-03-31 16:00,SOL,68/100,BTC perdeu suporte macro (abaixo da EMA 50 1D),Prejuízo evitado: -R$ 2.00 (-6.79%),R$ 2.00
2026-04-01 04:00,SUI,58/100,Desbloqueio de Vesting SUI > 1% (Cliff mensal no dia 1) | BTC perdeu suporte macro (abaixo da EMA 50 1D),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-04-03 04:00,SOL,46/100,BTC perdeu suporte macro (abaixo da EMA 50 1D) | Preço abaixo da EMA 50 4h sem volume agressor,Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-04-03 04:00,ILV,57/100,BTC perdeu suporte macro (abaixo da EMA 50 1D),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-04-03 08:00,ILV,68/100,BTC perdeu suporte macro (abaixo da EMA 50 1D),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-04-03 16:00,ILV,68/100,BTC perdeu suporte macro (abaixo da EMA 50 1D),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-04-04 08:00,ILV,70/100,BTC perdeu suporte macro (abaixo da EMA 50 1D),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-04-05 20:00,SOL,65/100,Score insuficiente (65/100 < 75),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-04-05 20:00,SUI,63/100,Score insuficiente (63/100 < 75),Alvo 1 atingido (Oportunidade filtrada pelo protocolo),"R$ 0,00"
2026-04-06 00:00,SUI,63/100,Score insuficiente (63/100 < 75),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-04-06 04:00,ILV,61/100,Score insuficiente (61/100 < 75),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-04-06 08:00,SUI,68/100,Score insuficiente (68/100 < 75),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-04-07 16:00,SUI,71/100,Score insuficiente (71/100 < 75),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-04-07 16:00,ILV,52/100,Preço abaixo da EMA 50 4h sem volume agressor,Alvo 1 atingido (Oportunidade filtrada pelo protocolo),"R$ 0,00"
2026-04-09 12:00,SUI,82/100,Limite de Exposição Global da Carteira atingido (máx 2 posições abertas),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-04-09 16:00,SUI,82/100,Limite de Exposição Global da Carteira atingido (máx 2 posições abertas),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-04-12 12:00,ILV,78/100,Limite de Exposição Global da Carteira atingido (máx 2 posições abertas),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-04-13 00:00,ILV,84/100,Limite de Exposição Global da Carteira atingido (máx 2 posições abertas),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-04-13 04:00,ILV,78/100,Limite de Exposição Global da Carteira atingido (máx 2 posições abertas),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-04-13 20:00,ILV,78/100,Limite de Exposição Global da Carteira atingido (máx 2 posições abertas),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-04-14 12:00,ILV,78/100,Limite de Exposição Global da Carteira atingido (máx 2 posições abertas),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-04-15 12:00,ILV,78/100,Limite de Exposição Global da Carteira atingido (máx 2 posições abertas),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-04-15 16:00,ILV,88/100,Limite de Exposição Global da Carteira atingido (máx 2 posições abertas),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-04-16 04:00,ILV,84/100,Limite de Exposição Global da Carteira atingido (máx 2 posições abertas),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-04-16 08:00,ILV,88/100,Limite de Exposição Global da Carteira atingido (máx 2 posições abertas),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-04-16 16:00,ILV,83/100,Limite de Exposição Global da Carteira atingido (máx 2 posições abertas),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-04-17 00:00,ILV,83/100,Limite de Exposição Global da Carteira atingido (máx 2 posições abertas),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-04-21 20:00,ILV,88/100,Limite de Exposição Global da Carteira atingido (máx 2 posições abertas),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-04-22 00:00,ILV,87/100,Limite de Exposição Global da Carteira atingido (máx 2 posições abertas),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-04-23 20:00,ILV,92/100,Limite de Exposição Global da Carteira atingido (máx 2 posições abertas),Alvo 1 atingido (Oportunidade filtrada pelo protocolo),"R$ 0,00"
2026-04-24 12:00,ILV,82/100,Limite de Exposição Global da Carteira atingido (máx 2 posições abertas),Alvo 1 atingido (Oportunidade filtrada pelo protocolo),"R$ 0,00"
2026-04-24 16:00,ILV,82/100,Limite de Exposição Global da Carteira atingido (máx 2 posições abertas),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-04-25 00:00,ILV,82/100,Limite de Exposição Global da Carteira atingido (máx 2 posições abertas),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-04-25 04:00,ILV,87/100,Limite de Exposição Global da Carteira atingido (máx 2 posições abertas),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-04-25 20:00,ILV,92/100,Limite de Exposição Global da Carteira atingido (máx 2 posições abertas),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-04-29 04:00,ILV,88/100,Limite de Exposição Global da Carteira atingido (máx 2 posições abertas),Prejuízo evitado: -R$ 2.05 (-5.85%),R$ 2.05
2026-04-30 00:00,SUI,39/100,Desbloqueio de Vesting SUI > 1% (Cliff mensal no dia 1) | Preço abaixo da EMA 50 4h sem volume agressor,Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-05-02 12:00,SUI,71/100,Limite de Exposição Global da Carteira atingido (máx 2 posições abertas),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-05-03 12:00,SUI,75/100,Limite de Exposição Global da Carteira atingido (máx 2 posições abertas),Alvo 1 atingido (Oportunidade filtrada pelo protocolo),"R$ 0,00"
2026-05-04 00:00,SUI,75/100,Limite de Exposição Global da Carteira atingido (máx 2 posições abertas),Alvo 1 atingido (Oportunidade filtrada pelo protocolo),"R$ 0,00"
2026-05-05 00:00,SUI,88/100,Limite de Exposição Global da Carteira atingido (máx 2 posições abertas),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-05-05 04:00,SUI,88/100,Limite de Exposição Global da Carteira atingido (máx 2 posições abertas),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-05-05 08:00,SUI,83/100,Limite de Exposição Global da Carteira atingido (máx 2 posições abertas),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-05-07 04:00,SUI,88/100,Limite de Exposição Global da Carteira atingido (máx 2 posições abertas),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-05-08 08:00,SUI,84/100,Limite de Exposição Global da Carteira atingido (máx 2 posições abertas),Alvo 1 atingido (Oportunidade filtrada pelo protocolo),"R$ 0,00"
2026-05-08 12:00,SUI,94/100,Limite de Exposição Global da Carteira atingido (máx 2 posições abertas),Alvo 1 atingido (Oportunidade filtrada pelo protocolo),"R$ 0,00"
2026-05-08 16:00,SUI,89/100,Limite de Exposição Global da Carteira atingido (máx 2 posições abertas),Alvo 1 atingido (Oportunidade filtrada pelo protocolo),"R$ 0,00"
2026-05-13 00:00,SOL,90/100,Limite de Exposição Global da Carteira atingido (máx 2 posições abertas),Prejuízo evitado: -R$ 2.07 (-4.87%),R$ 2.07
2026-05-14 12:00,SOL,86/100,Limite de Exposição Global da Carteira atingido (máx 2 posições abertas),Prejuízo evitado: -R$ 2.07 (-6.27%),R$ 2.07
2026-05-16 00:00,ILV,70/100,Preço abaixo da EMA 50 4h sem volume agressor,Prejuízo evitado: -R$ 2.09 (-7.78%),R$ 2.09
2026-05-16 12:00,ILV,66/100,Preço abaixo da EMA 50 4h sem volume agressor,Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-05-17 04:00,SOL,56/100,Preço abaixo da EMA 50 4h sem volume agressor,Prejuízo evitado: -R$ 2.09 (-3.74%),R$ 2.09
2026-05-17 04:00,SUI,62/100,Preço abaixo da EMA 50 4h sem volume agressor,Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-05-18 20:00,SOL,56/100,Preço abaixo da EMA 50 4h sem volume agressor,Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-05-18 20:00,SUI,62/100,Preço abaixo da EMA 50 4h sem volume agressor,Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-05-18 20:00,ILV,52/100,Preço abaixo da EMA 50 4h sem volume agressor,Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-05-20 04:00,SOL,64/100,Preço abaixo da EMA 50 4h sem volume agressor,Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-05-20 04:00,SUI,68/100,Preço abaixo da EMA 50 4h sem volume agressor,Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-05-20 12:00,ILV,58/100,Preço abaixo da EMA 50 4h sem volume agressor,Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-05-23 12:00,SOL,44/100,Preço abaixo da EMA 50 4h sem volume agressor,Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-05-23 12:00,SUI,50/100,Preço abaixo da EMA 50 4h sem volume agressor,Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-05-23 12:00,ILV,40/100,Preço abaixo da EMA 50 4h sem volume agressor,Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-05-25 12:00,SOL,73/100,Score insuficiente (73/100 < 75),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-05-27 12:00,ILV,67/100,Score insuficiente (67/100 < 75),Prejuízo evitado: -R$ 2.05 (-7.39%),R$ 2.05
2026-05-28 16:00,SOL,40/100,BTC perdeu suporte macro (abaixo da EMA 50 1D) | Preço abaixo da EMA 50 4h sem volume agressor,Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-05-28 16:00,SUI,23/100,Desbloqueio de Vesting SUI > 1% (Cliff mensal no dia 1) | BTC perdeu suporte macro (abaixo da EMA 50 1D) | Preço abaixo da EMA 50 4h sem volume agressor,Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-05-28 16:00,ILV,36/100,BTC perdeu suporte macro (abaixo da EMA 50 1D) | Preço abaixo da EMA 50 4h sem volume agressor,Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-05-29 12:00,ILV,59/100,BTC perdeu suporte macro (abaixo da EMA 50 1D) | Preço abaixo da EMA 50 4h sem volume agressor,Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-05-30 12:00,SUI,31/100,Desbloqueio de Vesting SUI > 1% (Cliff mensal no dia 1) | BTC perdeu suporte macro (abaixo da EMA 50 1D) | Preço abaixo da EMA 50 4h sem volume agressor,Prejuízo evitado: -R$ 2.05 (-5.61%),R$ 2.05
2026-05-31 20:00,SUI,27/100,Desbloqueio de Vesting SUI > 1% (Cliff mensal no dia 1) | BTC perdeu suporte macro (abaixo da EMA 50 1D) | Preço abaixo da EMA 50 4h sem volume agressor,Prejuízo evitado: -R$ 2.05 (-8.46%),R$ 2.05
2026-05-31 20:00,ILV,57/100,BTC perdeu suporte macro (abaixo da EMA 50 1D) | Preço abaixo da EMA 50 4h sem volume agressor,Prejuízo evitado: -R$ 2.05 (-6.83%),R$ 2.05
2026-06-01 08:00,ILV,67/100,BTC perdeu suporte macro (abaixo da EMA 50 1D),Prejuízo evitado: -R$ 2.05 (-8.63%),R$ 2.05
2026-06-01 16:00,SOL,44/100,BTC perdeu suporte macro (abaixo da EMA 50 1D),Prejuízo evitado: -R$ 2.05 (-4.68%),R$ 2.05
2026-06-03 04:00,SOL,48/100,BTC perdeu suporte macro (abaixo da EMA 50 1D),Prejuízo evitado: -R$ 2.05 (-8.29%),R$ 2.05
2026-06-03 04:00,SUI,56/100,BTC perdeu suporte macro (abaixo da EMA 50 1D) | Preço abaixo da EMA 50 4h sem volume agressor,Prejuízo evitado: -R$ 2.05 (-11.10%),R$ 2.05
2026-06-03 04:00,ILV,46/100,BTC perdeu suporte macro (abaixo da EMA 50 1D),Prejuízo evitado: -R$ 2.05 (-12.16%),R$ 2.05
2026-06-04 12:00,SOL,40/100,BTC perdeu suporte macro (abaixo da EMA 50 1D),Prejuízo evitado: -R$ 2.05 (-9.74%),R$ 2.05
2026-06-04 12:00,SUI,38/100,BTC perdeu suporte macro (abaixo da EMA 50 1D),Prejuízo evitado: -R$ 2.05 (-12.79%),R$ 2.05
2026-06-04 12:00,ILV,36/100,BTC perdeu suporte macro (abaixo da EMA 50 1D) | Preço abaixo da EMA 50 4h sem volume agressor,Prejuízo evitado: -R$ 2.05 (-14.24%),R$ 2.05
2026-06-07 00:00,SOL,40/100,BTC perdeu suporte macro (abaixo da EMA 50 1D) | Preço abaixo da EMA 50 4h sem volume agressor,Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-06-07 00:00,SUI,61/100,BTC perdeu suporte macro (abaixo da EMA 50 1D) | Preço abaixo da EMA 50 4h sem volume agressor,Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-06-07 00:00,ILV,36/100,BTC perdeu suporte macro (abaixo da EMA 50 1D) | Preço abaixo da EMA 50 4h sem volume agressor,Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-06-07 04:00,SOL,46/100,BTC perdeu suporte macro (abaixo da EMA 50 1D) | Preço abaixo da EMA 50 4h sem volume agressor,Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-06-07 08:00,SOL,54/100,BTC perdeu suporte macro (abaixo da EMA 50 1D) | Preço abaixo da EMA 50 4h sem volume agressor,Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-06-07 20:00,SOL,71/100,BTC perdeu suporte macro (abaixo da EMA 50 1D) | Preço abaixo da EMA 50 4h sem volume agressor,Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-06-07 20:00,ILV,44/100,BTC perdeu suporte macro (abaixo da EMA 50 1D) | Preço abaixo da EMA 50 4h sem volume agressor,Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-06-10 12:00,SOL,75/100,BTC perdeu suporte macro (abaixo da EMA 50 1D),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-06-10 12:00,ILV,64/100,BTC perdeu suporte macro (abaixo da EMA 50 1D),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-06-11 00:00,SOL,75/100,BTC perdeu suporte macro (abaixo da EMA 50 1D) | Preço abaixo da EMA 50 4h sem volume agressor,Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-06-13 08:00,SOL,65/100,BTC perdeu suporte macro (abaixo da EMA 50 1D),Alvo 1 atingido (Oportunidade filtrada pelo protocolo),"R$ 0,00"
