Data Entrada,Ativo,Direção,Regime,Regime Macro,Classe,Score,Preço Entrada,Stop Inicial,Stop Final,BE/Parcial (2.0R),MAE (R),MFE (R),Datas Saída,Preços Saída,Motivo Saída,Taxas (R$),Funding (R$),Resultado (R$),Resultado (R),Saldo Acumulado (R$)
2022-04-30 04:00,ETH,SHORT,Short Bear (BE/Par. 2.0R / Runner 50%),bear,ETH,102.6,$2815.6215,$3040.8712 (8.00%),$2812.8059,$2365.1220,-0.62,4.22,2022-05-09 08:00 | 2022-07-07 12:00,$2365.1220 | $1219.7500,Parcial Segurança (2.0R / 50%) | Trailing Runner 50% (ema20_1d),R$ 17.23,R$ -16.57,"R$ +3,531.15",4.54,"R$ 106,486.03"
2022-06-11 04:00,BTC,SHORT,Short Bear (BE/Par. 2.0R / Runner 50%),bear,BTC,99.4,$29243.8708,$31138.6679 (6.48%),$29214.6269,$25454.2765,0.0,2.95,2022-06-13 00:00 | 2022-07-07 16:00,$25454.2765 | $21797.8000,Parcial Segurança (2.0R / 50%) | Trailing Runner 50% (ema20_1d),R$ 40.68,R$ -20.15,"R$ +4,732.70",2.95,"R$ 111,218.73"
2022-07-12 16:00,BTC,SHORT,Short Bear (BE/Par. 2.0R / Runner 50%),bear,BTC,101.8,$19866.9616,$21435.4500 (7.89%),$21435.4500,$16729.9847,-0.84,0.35,2022-07-16 16:00,$21452.5984,Stop Loss Inicial,R$ 34.04,R$ -8.75,"R$ -1,766.80",-1.03,"R$ 109,451.94"
2022-07-26 04:00,BTC,SHORT,Short Bear (BE/Par. 2.0R / Runner 50%),bear,BTC,98.1,$21119.6349,$22809.2057 (8.00%),$22809.2057,$17740.4933,-0.97,0.23,2022-07-27 16:00,$22827.4531,Stop Loss Inicial,R$ 33.16,R$ -5.29,"R$ -1,745.97",-1.03,"R$ 107,705.97"
2022-08-29 08:00,BTC,SHORT,Short Bear (BE/Par. 2.0R / Runner 50%),bear,BTC,130.0,$19875.3574,$20570.9949 (3.50%),$20570.9949,$18484.0823,-0.79,0.0,2022-08-30 04:00,$20587.4517,Stop Loss Inicial,R$ 73.42,R$ 2.48,"R$ -1,798.62",-1.07,"R$ 105,907.35"
2022-09-07 16:00,BTC,SHORT,Short Bear (BE/Par. 2.0R / Runner 50%),bear,BTC,105.6,$18853.8684,$20362.1778 (8.00%),$20362.1778,$15837.2494,-1.17,0.0,2022-09-09 04:00,$20378.4676,Stop Loss Inicial,R$ 16.18,R$ -1.15,R$ -853.16,-1.03,"R$ 105,054.19"
2022-09-17 04:00,ETH,SHORT,Short Bear (BE/Par. 2.0R / Runner 50%),bear,ETH,123.2,$1439.1101,$1554.2389 (8.00%),$1554.2389,$1208.8525,-0.25,1.69,2022-10-08 04:00,$1329.8400,Time-Stop (21d),R$ 16.04,R$ 0.09,R$ +765.99,0.93,"R$ 105,820.18"
2022-09-19 16:00,BTC,SHORT,Short Bear (BE/Par. 2.0R / Runner 50%),bear,BTC,115.8,$19061.5644,$20586.4896 (8.00%),$20586.4896,$16011.7141,-0.84,0.4,2022-10-10 16:00,$19204.9000,Time-Stop (21d),R$ 15.51,R$ -36.13,R$ -56.87,-0.07,"R$ 105,763.31"
2022-10-09 00:00,ETH,SHORT,Short Bear (BE/Par. 2.0R / Runner 50%),bear,ETH,99.0,$1314.0926,$1383.0364 (5.25%),$1312.7785,$1176.2050,-0.17,1.04,2022-10-13 12:00 | 2022-10-14 00:00,$1176.2050 | $1313.8288,Parcial Segurança (2.0R / 50%) | Stop BE Runner (50%),R$ 48.85,R$ -4.55,"R$ +1,623.77",0.98,"R$ 107,387.08"
2022-10-16 04:00,ETH,SHORT,Short Bear (BE/Par. 2.0R / Runner 50%),bear,ETH,116.2,$1282.3585,$1373.6418 (7.12%),$1373.6418,$1099.7919,-1.37,0.08,2022-10-25 12:00,$1374.7407,Stop Loss Inicial,R$ 36.89,R$ -22.61,"R$ -1,724.18",-1.02,"R$ 105,662.90"
2022-10-21 04:00,BTC,SHORT,Short Bear (BE/Par. 2.0R / Runner 50%),bear,BTC,104.1,$19034.4780,$19700.6847 (3.50%),$19700.6847,$17702.0645,-1.06,0.15,2022-10-25 12:00,$19716.4453,Stop Loss Inicial,R$ 73.75,R$ -30.10,"R$ -1,774.27",-1.05,"R$ 103,888.63"
2022-11-14 04:00,ETH,SHORT,Short Bear (BE/Par. 2.0R / Runner 50%),bear,ETH,127.5,$1191.8138,$1287.1589 (8.00%),$1287.1589,$1001.1236,-0.63,0.0,2022-11-14 12:00,$1288.1886,Stop Loss Inicial,R$ 32.06,R$ -0.49,"R$ -1,692.74",-1.03,"R$ 102,195.89"
2022-11-17 04:00,ETH,SHORT,Short Bear (BE/Par. 2.0R / Runner 50%),bear,ETH,118.5,$1203.1581,$1299.4108 (8.00%),$1299.4108,$1010.6528,-0.87,1.23,2022-11-30 16:00,$1300.4503,Stop Loss Inicial,R$ 15.79,R$ 2.07,R$ -835.84,-1.03,"R$ 101,360.05"
2022-11-10 16:00,BTC,SHORT,Short Bear (BE/Par. 2.0R / Runner 50%),bear,BTC,141.2,$17532.8292,$18935.4555 (8.00%),$18935.4555,$14727.5765,-0.04,1.3,2022-12-01 16:00,$16945.4000,Time-Stop (21d),R$ 31.32,R$ -0.84,R$ +657.60,0.4,"R$ 102,017.66"
2022-12-08 04:00,ETH,SHORT,Short Bear (BE/Par. 2.0R / Runner 50%),bear,ETH,98.9,$1230.6843,$1306.0821 (6.13%),$1306.0821,$1079.8888,-1.24,0.0,2022-12-13 12:00,$1307.1270,Stop Loss Inicial,R$ 40.92,R$ -14.73,"R$ -1,669.48",-1.03,"R$ 100,348.18"
2022-12-29 04:00,ETH,SHORT,Short Bear (BE/Par. 2.0R / Runner 50%),bear,ETH,98.6,$1193.6729,$1239.9000 (3.87%),$1239.9000,$1101.2186,-1.23,0.12,2023-01-04 00:00,$1240.8919,Stop Loss Inicial,R$ 63.22,R$ -61.91,"R$ -1,636.32",-1.02,"R$ 98,711.86"
2022-12-17 08:00,BTC,SHORT,Short Bear (BE/Par. 2.0R / Runner 50%),bear,BTC,111.4,$16729.5311,$17869.2714 (6.81%),$17869.2714,$14450.0503,-0.19,0.26,2023-01-07 08:00,$16912.3000,Time-Stop (21d),R$ 35.37,R$ -81.68,R$ -209.93,-0.13,"R$ 98,501.93"
2023-02-02 00:00,SNX,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,109.9,$2.6703,$2.4567 (8.00%),$2.4567,$3.0976,-0.89,0.07,2023-02-03 04:00,$2.4547,Stop Loss Inicial,R$ 15.41,R$ 4.14,R$ -816.79,-1.03,"R$ 97,685.15"
2023-02-04 12:00,WOO,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,120.3,$0.2180,$0.2005 (8.00%),$0.2182,$0.2528,-0.68,1.52,2023-02-07 08:00 | 2023-02-09 16:00,$0.2528 | $0.2180,Parcial Segurança (2.0R / 50%) | Stop BE Runner (50%),R$ 15.28,R$ 5.44,R$ +763.99,0.97,"R$ 98,449.14"
2023-02-02 00:00,RUNE,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,102.3,$1.8339,$1.6872 (8.00%),$1.6872,$2.1273,-1.15,0.91,2023-02-09 20:00,$1.6859,Stop Loss Inicial,R$ 15.41,R$ 43.93,R$ -856.52,-1.08,"R$ 97,592.62"
2023-02-01 04:00,ETH,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ETH,98.5,$1585.2222,$1486.0993 (6.25%),$1486.0993,$1783.4681,-1.0,0.96,2023-02-13 08:00,$1484.9104,Stop Loss Inicial,R$ 19.55,R$ 41.33,R$ -860.37,-1.09,"R$ 96,732.25"
2023-02-11 04:00,MTL,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,111.0,$1.0323,$0.9497 (8.00%),$0.9497,$1.1975,-1.13,0.18,2023-02-13 08:00,$0.9490,Stop Loss Inicial,R$ 30.57,R$ 13.57,"R$ -1,625.48",-1.04,"R$ 95,106.78"
2023-02-13 08:00,ZIL,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,122.8,$0.0318,$0.0293 (8.00%),$0.0293,$0.0369,-1.13,0.0,2023-02-13 12:00,$0.0292,Stop Loss Inicial,R$ 29.85,R$ 0.00,"R$ -1,574.04",-1.03,"R$ 93,532.74"
2023-01-29 12:00,LTC,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,104.4,$95.3977,$87.7659 (8.00%),$87.7659,$110.6613,-0.73,1.07,2023-02-19 12:00,$100.4800,Time-Stop (21d),R$ 15.20,R$ 59.30,R$ +451.46,0.57,"R$ 93,984.20"
2023-02-19 16:00,SOL,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,109.5,$25.3126,$23.2876 (8.00%),$23.2876,$29.3627,-0.87,0.62,2023-02-22 08:00,$23.2690,Stop Loss Inicial,R$ 29.98,R$ 20.42,"R$ -1,601.28",-1.04,"R$ 92,382.92"
2023-02-13 08:00,CELO,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,106.2,$0.7634,$0.7023 (8.00%),$0.7641,$0.8855,-0.69,2.07,2023-02-20 00:00 | 2023-02-22 12:00,$0.8855 | $0.7880,Parcial Segurança (2.0R / 50%) | Trailing Runner 50% (ema20_1d),R$ 30.06,R$ 46.73,"R$ +1,761.47",1.15,"R$ 94,144.39"
2023-02-23 16:00,ALICE,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,113.3,$2.1141,$1.9449 (8.00%),$1.9449,$2.4523,-1.17,0.0,2023-02-24 16:00,$1.9434,Stop Loss Inicial,R$ 30.04,R$ 5.56,"R$ -1,589.84",-1.03,"R$ 92,554.55"
2023-02-11 04:00,BAT,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,107.1,$0.2714,$0.2497 (8.00%),$0.2717,$0.3149,-0.2,1.98,2023-02-15 20:00 | 2023-02-25 00:00,$0.3149 | $0.2965,Parcial Segurança (2.0R / 50%) | Trailing Runner 50% (ema20_1d),R$ 31.23,R$ 47.04,"R$ +2,392.62",1.53,"R$ 94,947.17"
2023-02-23 16:00,OP,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,108.6,$2.9126,$2.6796 (8.00%),$2.6796,$3.3786,-0.99,1.17,2023-02-25 16:00,$2.6774,Stop Loss Inicial,R$ 30.04,R$ -18.23,"R$ -1,565.83",-1.02,"R$ 93,381.33"
2023-02-26 04:00,DYDX,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,99.7,$2.8404,$2.6132 (8.00%),$2.8433,$3.2949,-0.42,1.75,2023-03-02 00:00 | 2023-03-03 00:00,$3.2949 | $2.8410,Parcial Segurança (2.0R / 50%) | Stop BE Runner (50%),R$ 29.38,R$ 26.77,"R$ +1,452.24",0.96,"R$ 94,833.57"
2023-02-27 04:00,BTC,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,BTC,129.1,$23552.7705,$22325.3321 (5.21%),$22325.3321,$26007.6472,-1.02,0.15,2023-03-03 00:00,$22307.4719,Stop Loss Inicial,R$ 44.50,R$ 21.73,"R$ -1,594.53",-1.06,"R$ 93,239.04"
2023-02-14 00:00,TRX,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,101.0,$0.0656,$0.0613 (6.53%),$0.0613,$0.0742,0.0,1.56,2023-03-07 00:00,$0.0671,Time-Stop (21d),R$ 17.49,R$ 19.23,R$ +233.33,0.31,"R$ 93,472.37"
2023-02-27 04:00,ETH,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ETH,108.2,$1640.4898,$1525.0300 (7.04%),$1525.0300,$1871.4095,-0.71,0.21,2023-03-07 12:00,$1523.8100,Stop Loss Inicial,R$ 33.24,R$ 28.73,"R$ -1,583.93",-1.05,"R$ 91,888.44"
2023-03-05 04:00,NEO,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,104.6,$12.2301,$11.2517 (8.00%),$11.2517,$14.1869,-0.72,0.03,2023-03-07 20:00,$11.2427,Stop Loss Inicial,R$ 29.35,R$ 14.31,"R$ -1,562.13",-1.04,"R$ 90,326.31"
2023-03-06 04:00,IMX,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,105.6,$1.0637,$0.9786 (8.00%),$0.9786,$1.2339,-1.16,0.8,2023-03-08 16:00,$0.9779,Stop Loss Inicial,R$ 29.35,R$ 11.18,"R$ -1,558.85",-1.04,"R$ 88,767.46"
2023-03-14 16:00,OP,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,125.8,$2.9153,$2.6820 (8.00%),$2.6820,$3.3817,-0.88,0.0,2023-03-14 20:00,$2.6799,Stop Loss Inicial,R$ 14.15,R$ 0.00,R$ -746.18,-1.03,"R$ 88,021.27"
2023-03-14 20:00,OP,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,126.4,$2.7535,$2.5332 (8.00%),$2.5332,$3.1940,-1.58,0.0,2023-03-15 12:00,$2.5312,Stop Loss Inicial,R$ 14.04,R$ 2.49,R$ -742.93,-1.03,"R$ 87,278.34"
2023-03-24 08:00,DUSK,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,99.6,$0.2222,$0.2044 (8.00%),$0.2044,$0.2577,-0.91,0.0,2023-03-24 16:00,$0.2042,Stop Loss Inicial,R$ 14.15,R$ 0.85,R$ -747.22,-1.03,"R$ 86,531.12"
2023-03-13 04:00,INJ,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,115.4,$3.7449,$3.4453 (8.00%),$3.7486,$4.3441,-0.38,1.86,2023-03-13 20:00 | 2023-03-25 16:00,$4.3441 | $3.8150,Parcial Segurança (2.0R / 50%) | Trailing Runner 50% (ema20_1d),R$ 14.10,R$ 12.02,R$ +778.19,1.08,"R$ 87,309.31"
2023-03-27 04:00,LINK,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,93.3,$7.1756,$6.7809 (5.50%),$6.7809,$7.9650,-0.76,0.0,2023-03-27 12:00,$6.7755,Stop Loss Inicial,R$ 40.40,R$ 2.60,"R$ -1,504.16",-1.04,"R$ 85,805.15"
2023-03-13 04:00,ETH,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ETH,117.3,$1588.5339,$1461.4512 (8.00%),$1590.1224,$1842.6993,-0.06,1.78,2023-03-18 12:00 | 2023-03-27 16:00,$1842.6993 | $1703.7100,Parcial Segurança (2.0R / 50%) | Trailing Runner 50% (ema20_1d),R$ 14.29,R$ 25.50,"R$ +1,006.61",1.4,"R$ 86,811.76"
2023-03-26 08:00,XLM,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,98.6,$0.0921,$0.0847 (8.00%),$0.0922,$0.1068,-0.2,1.96,2023-03-29 08:00 | 2023-04-17 12:00,$0.1068 | $0.1035,Parcial Segurança (2.0R / 50%) | Trailing Runner 50% (ema20_1d),R$ 28.94,R$ 44.38,"R$ +2,479.94",1.72,"R$ 89,291.70"
2023-03-28 00:00,NEO,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,99.3,$12.5763,$11.5702 (8.00%),$11.5702,$14.5885,-0.75,1.25,2023-04-18 00:00,$12.8560,Time-Stop (21d),R$ 26.99,R$ 106.94,R$ +261.88,0.18,"R$ 89,553.58"
2023-04-19 04:00,CRV,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,106.0,$1.0645,$0.9956 (6.47%),$0.9956,$1.2024,-1.24,0.0,2023-04-19 08:00,$0.9948,Stop Loss Inicial,R$ 35.88,R$ 2.28,"R$ -1,554.97",-1.04,"R$ 87,998.61"
2023-04-19 04:00,BCH,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,100.9,$133.2166,$127.4064 (4.36%),$127.4064,$144.8369,-1.09,0.0,2023-04-19 08:00,$127.3045,Stop Loss Inicial,R$ 52.71,R$ -2.12,"R$ -1,576.11",-1.05,"R$ 86,422.50"
2023-03-14 04:00,BTC,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,BTC,137.4,$24392.0900,$22440.7228 (8.00%),$24416.4820,$28294.8243,-0.06,1.97,2023-03-19 16:00 | 2023-04-19 20:00,$28294.8243 | $28795.1000,Parcial Segurança (2.0R / 50%) | Trailing Runner 50% (ema20_1d),R$ 14.76,R$ 42.50,"R$ +1,486.56",2.05,"R$ 87,909.07"
2023-04-19 08:00,XMR,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,88.6,$161.5307,$155.0695 (4.00%),$155.0695,$174.4532,-1.36,0.0,2023-04-19 20:00,$154.9454,Stop Loss Inicial,R$ 55.56,R$ 3.53,"R$ -1,539.07",-1.06,"R$ 86,370.00"
2023-03-29 04:00,INJ,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,106.6,$4.2611,$3.9202 (8.00%),$4.2654,$4.9429,0.0,7.77,2023-04-01 16:00 | 2023-04-23 16:00,$4.9429 | $6.9320,Parcial Segurança (2.0R / 50%) | Trailing Runner 50% (ema20_1d),R$ 31.94,R$ -717.13,"R$ +7,685.51",5.4,"R$ 94,055.51"
2023-04-24 04:00,BEL,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,117.6,$0.7443,$0.6847 (8.00%),$0.6847,$0.8634,-1.14,0.0,2023-04-25 00:00,$0.6842,Stop Loss Inicial,R$ 29.77,R$ -12.89,"R$ -1,557.11",-1.02,"R$ 92,498.40"
2023-04-22 04:00,ZIL,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,115.9,$0.0323,$0.0297 (8.00%),$0.0297,$0.0374,-0.99,1.01,2023-04-25 08:00,$0.0297,Stop Loss Inicial,R$ 28.14,R$ 8.50,"R$ -1,492.30",-1.03,"R$ 91,006.11"
2023-04-19 08:00,TRX,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,97.7,$0.0666,$0.0639 (4.00%),$0.0639,$0.0719,-0.79,0.02,2023-04-26 20:00,$0.0639,Stop Loss Inicial,R$ 55.58,R$ -72.35,"R$ -1,463.61",-1.01,"R$ 89,542.50"
2023-04-26 16:00,JASMY,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,102.9,$0.0066,$0.0061 (8.00%),$0.0061,$0.0076,-0.61,0.0,2023-04-26 20:00,$0.0061,Stop Loss Inicial,R$ 28.92,R$ 0.00,"R$ -1,525.36",-1.03,"R$ 88,017.14"
2023-04-27 20:00,WOO,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,98.9,$0.2995,$0.2755 (8.00%),$0.2755,$0.3474,-1.17,0.0,2023-04-29 08:00,$0.2753,Stop Loss Inicial,R$ 14.03,R$ 4.34,R$ -743.98,-1.03,"R$ 87,273.16"
2023-04-27 20:00,BEL,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,123.9,$0.8017,$0.7376 (8.00%),$0.7376,$0.9300,-0.93,0.33,2023-04-30 16:00,$0.7370,Stop Loss Inicial,R$ 14.03,R$ 7.33,R$ -747.02,-1.04,"R$ 86,526.13"
2023-04-26 04:00,XMR,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,100.3,$160.2401,$151.2646 (5.60%),$151.2646,$178.1910,-1.01,0.14,2023-05-01 16:00,$151.1436,Stop Loss Inicial,R$ 40.84,R$ 20.49,"R$ -1,564.08",-1.05,"R$ 84,962.05"
2023-04-29 08:00,SOL,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,101.5,$23.2686,$21.4071 (8.00%),$21.4071,$26.9916,-1.01,0.21,2023-05-03 08:00,$21.3900,Stop Loss Inicial,R$ 13.93,R$ 5.19,R$ -739.60,-1.04,"R$ 84,222.45"
2023-04-23 04:00,BNB,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,109.3,$330.2250,$307.5989 (6.85%),$307.5989,$375.4772,-0.83,0.52,2023-05-10 16:00,$307.3528,Stop Loss Inicial,R$ 32.67,R$ -527.75,R$ -963.10,-0.67,"R$ 83,259.36"
2023-05-29 04:00,INJ,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,109.6,$7.0045,$6.4441 (8.00%),$7.0115,$8.1252,-0.01,1.83,2023-06-02 08:00 | 2023-06-05 12:00,$8.1252 | $7.0059,Parcial Segurança (2.0R / 50%) | Stop BE Runner (50%),R$ 13.36,R$ -28.42,R$ +701.03,1.02,"R$ 83,960.38"
2023-06-27 04:00,INJ,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,111.0,$7.5558,$6.9513 (8.00%),$6.9513,$8.7647,-0.33,0.35,2023-06-28 16:00,$6.9458,Stop Loss Inicial,R$ 27.06,R$ -9.14,"R$ -1,417.90",-1.02,"R$ 82,542.48"
2023-07-01 08:00,SFP,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,103.5,$0.4756,$0.4376 (8.00%),$0.4376,$0.5517,-1.0,0.28,2023-07-06 12:00,$0.4372,Stop Loss Inicial,R$ 26.65,R$ 21.29,"R$ -1,426.77",-1.04,"R$ 81,115.71"
2023-07-08 20:00,KAVA,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,97.6,$0.9507,$0.8901 (6.37%),$0.9516,$1.0718,-0.34,1.7,2023-07-12 08:00 | 2023-07-13 00:00,$1.0718 | $0.9509,Parcial Segurança (2.0R / 50%) | Stop BE Runner (50%),R$ 32.68,R$ -12.26,"R$ +1,326.36",0.99,"R$ 82,442.07"
2023-06-30 12:00,TRX,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,99.8,$0.0765,$0.0712 (6.90%),$0.0712,$0.0871,-0.19,1.04,2023-07-21 12:00,$0.0813,Time-Stop (21d),R$ 30.62,R$ -1.29,"R$ +1,210.68",0.89,"R$ 83,652.75"
2023-06-30 20:00,ETH,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ETH,98.0,$1926.9230,$1772.7691 (8.00%),$1772.7691,$2235.2307,-0.53,0.53,2023-07-21 20:00,$1890.8400,Time-Stop (21d),R$ 25.86,R$ 69.19,R$ -414.90,-0.3,"R$ 83,237.85"
