Data,Ativo,Score,Motivo do Veto,Resultado Simulado,Prejuízo Evitado Base,Prejuízo Evitado 100k
2025-10-18 04:00,GALA,46/100,Vesting (Janela de Desbloqueio/Emissão GALA > 1%) | Suporte Macro do BTC Perdido (< EMA50 1D -3%) | Preço < EMA50 4h sem Volume Agressor (Ratio < 1.3),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-18 16:00,APT,40/100,Suporte Macro do BTC Perdido (< EMA50 1D -3%) | Preço < EMA50 4h sem Volume Agressor (Ratio < 1.3),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-18 16:00,AAVE,40/100,Suporte Macro do BTC Perdido (< EMA50 1D -3%) | Preço < EMA50 4h sem Volume Agressor (Ratio < 1.3),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-18 20:00,NEAR,46/100,Suporte Macro do BTC Perdido (< EMA50 1D -3%) | Preço < EMA50 4h sem Volume Agressor (Ratio < 1.3),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-18 20:00,AVAX,40/100,Suporte Macro do BTC Perdido (< EMA50 1D -3%) | Preço < EMA50 4h sem Volume Agressor (Ratio < 1.3),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-18 20:00,OP,40/100,Suporte Macro do BTC Perdido (< EMA50 1D -3%) | Preço < EMA50 4h sem Volume Agressor (Ratio < 1.3),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-19 08:00,AVAX,44/100,Suporte Macro do BTC Perdido (< EMA50 1D -3%) | Preço < EMA50 4h sem Volume Agressor (Ratio < 1.3),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-19 08:00,FET,44/100,Suporte Macro do BTC Perdido (< EMA50 1D -3%) | Preço < EMA50 4h sem Volume Agressor (Ratio < 1.3),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-19 08:00,ONDO,61/100,Suporte Macro do BTC Perdido (< EMA50 1D -3%) | Preço < EMA50 4h sem Volume Agressor (Ratio < 1.3),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-19 08:00,LINK,54/100,Suporte Macro do BTC Perdido (< EMA50 1D -3%),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-19 08:00,INJ,64/100,Suporte Macro do BTC Perdido (< EMA50 1D -3%),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-19 08:00,TIA,61/100,Suporte Macro do BTC Perdido (< EMA50 1D -3%),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-19 12:00,APT,52/100,Suporte Macro do BTC Perdido (< EMA50 1D -3%),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-19 12:00,FET,69/100,Suporte Macro do BTC Perdido (< EMA50 1D -3%),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-20 00:00,APT,69/100,Suporte Macro do BTC Perdido (< EMA50 1D -3%) | Preço < EMA50 4h sem Volume Agressor (Ratio < 1.3),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-20 04:00,ETH,79/100,Suporte Macro do BTC Perdido (< EMA50 1D -3%),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-20 04:00,ONDO,79/100,Suporte Macro do BTC Perdido (< EMA50 1D -3%),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-20 04:00,LINK,64/100,Suporte Macro do BTC Perdido (< EMA50 1D -3%),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-20 04:00,AAVE,69/100,Suporte Macro do BTC Perdido (< EMA50 1D -3%),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-20 04:00,TON,79/100,Suporte Macro do BTC Perdido (< EMA50 1D -3%),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-21 08:00,AVAX,58/100,Suporte Macro do BTC Perdido (< EMA50 1D -3%) | Preço < EMA50 4h sem Volume Agressor (Ratio < 1.3),Prejuízo evitado: -R$ 10.52 (-6.06%),R$ 10.52,"R$ 5,261.40"
2025-10-21 12:00,ETH,69/100,Suporte Macro do BTC Perdido (< EMA50 1D -3%),Prejuízo evitado: -R$ 10.52 (-9.05%),R$ 10.52,"R$ 5,261.40"
2025-10-21 12:00,NEAR,69/100,Suporte Macro do BTC Perdido (< EMA50 1D -3%),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-21 12:00,AVAX,79/100,Suporte Macro do BTC Perdido (< EMA50 1D -3%),Prejuízo evitado: -R$ 10.52 (-9.86%),R$ 10.52,"R$ 5,261.40"
2025-10-21 12:00,SUI,79/100,Suporte Macro do BTC Perdido (< EMA50 1D -3%),Prejuízo evitado: -R$ 10.52 (-11.91%),R$ 10.52,"R$ 5,261.40"
2025-10-21 12:00,APT,69/100,Suporte Macro do BTC Perdido (< EMA50 1D -3%),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-21 12:00,ARB,69/100,Suporte Macro do BTC Perdido (< EMA50 1D -3%),Prejuízo evitado: -R$ 10.52 (-11.16%),R$ 10.52,"R$ 5,261.40"
2025-10-21 12:00,FET,52/100,Suporte Macro do BTC Perdido (< EMA50 1D -3%),Prejuízo evitado: -R$ 10.52 (-11.80%),R$ 10.52,"R$ 5,261.40"
2025-10-21 12:00,ONDO,69/100,Suporte Macro do BTC Perdido (< EMA50 1D -3%),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-21 12:00,LINK,69/100,Suporte Macro do BTC Perdido (< EMA50 1D -3%),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-21 12:00,AAVE,69/100,Suporte Macro do BTC Perdido (< EMA50 1D -3%),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-21 12:00,INJ,69/100,Suporte Macro do BTC Perdido (< EMA50 1D -3%),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-21 12:00,TIA,69/100,Suporte Macro do BTC Perdido (< EMA50 1D -3%),Prejuízo evitado: -R$ 10.52 (-13.10%),R$ 10.52,"R$ 5,261.40"
2025-10-21 12:00,PEPE,69/100,Suporte Macro do BTC Perdido (< EMA50 1D -3%),Prejuízo evitado: -R$ 10.52 (-10.69%),R$ 10.52,"R$ 5,261.40"
2025-10-21 12:00,GALA,69/100,Vesting (Janela de Desbloqueio/Emissão GALA > 1%) | Suporte Macro do BTC Perdido (< EMA50 1D -3%),Prejuízo evitado: -R$ 10.52 (-12.09%),R$ 10.52,"R$ 5,261.40"
2025-10-21 12:00,TON,69/100,Suporte Macro do BTC Perdido (< EMA50 1D -3%),Prejuízo evitado: -R$ 10.52 (-8.54%),R$ 10.52,"R$ 5,261.40"
2025-10-22 04:00,FET,52/100,Suporte Macro do BTC Perdido (< EMA50 1D -3%) | Preço < EMA50 4h sem Volume Agressor (Ratio < 1.3),Prejuízo evitado: -R$ 10.52 (-8.02%),R$ 10.52,"R$ 5,261.22"
2025-10-22 12:00,SUI,54/100,Suporte Macro do BTC Perdido (< EMA50 1D -3%),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-23 00:00,ETH,44/100,Preço < EMA50 4h sem Volume Agressor (Ratio < 1.3),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-23 00:00,PENDLE,44/100,Preço < EMA50 4h sem Volume Agressor (Ratio < 1.3),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-23 04:00,NEAR,62/100,Preço < EMA50 4h sem Volume Agressor (Ratio < 1.3),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-23 04:00,AVAX,52/100,Preço < EMA50 4h sem Volume Agressor (Ratio < 1.3),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-23 04:00,SUI,58/100,Preço < EMA50 4h sem Volume Agressor (Ratio < 1.3),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-23 04:00,ARB,62/100,Preço < EMA50 4h sem Volume Agressor (Ratio < 1.3),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-23 04:00,OP,52/100,Preço < EMA50 4h sem Volume Agressor (Ratio < 1.3),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-23 04:00,FET,52/100,Preço < EMA50 4h sem Volume Agressor (Ratio < 1.3),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-23 04:00,INJ,58/100,Preço < EMA50 4h sem Volume Agressor (Ratio < 1.3),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-23 04:00,GALA,58/100,Vesting (Janela de Desbloqueio/Emissão GALA > 1%) | Preço < EMA50 4h sem Volume Agressor (Ratio < 1.3),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-23 04:00,TON,52/100,Preço < EMA50 4h sem Volume Agressor (Ratio < 1.3),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-23 08:00,FET,52/100,Score insuficiente (52/100 < 75),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-24 04:00,ETH,69/100,Score insuficiente (69/100 < 75),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-24 04:00,AAVE,69/100,Score insuficiente (69/100 < 75),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-24 04:00,PEPE,69/100,Score insuficiente (69/100 < 75),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-24 20:00,LINK,69/100,Score insuficiente (69/100 < 75),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-24 20:00,PEPE,69/100,Score insuficiente (69/100 < 75),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-25 12:00,NEAR,69/100,Score insuficiente (69/100 < 75),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-25 12:00,GALA,75/100,Vesting (Janela de Desbloqueio/Emissão GALA > 1%),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-25 16:00,ETH,69/100,Score insuficiente (69/100 < 75),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-25 16:00,NEAR,69/100,Score insuficiente (69/100 < 75),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-25 16:00,SUI,69/100,Vesting (Desbloqueio de Vesting SUI > 1% (Cliff mensal no dia 1)),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-25 16:00,ARB,69/100,Score insuficiente (69/100 < 75),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-25 16:00,OP,75/100,Vesting (Desbloqueio de Vesting OP > 1% (Cliff no fim do mês)),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-25 16:00,ONDO,69/100,Score insuficiente (69/100 < 75),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-25 16:00,LINK,69/100,Score insuficiente (69/100 < 75),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-25 16:00,TIA,75/100,Vesting (Desbloqueio Massivo Anual TIA > 1% (Cliff 31/10)),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-25 16:00,PEPE,69/100,Score insuficiente (69/100 < 75),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-26 08:00,SUI,77/100,Vesting (Desbloqueio de Vesting SUI > 1% (Cliff mensal no dia 1)),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-26 08:00,APT,72/100,Score insuficiente (72/100 < 75),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-26 08:00,OP,87/100,Vesting (Desbloqueio de Vesting OP > 1% (Cliff no fim do mês)),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-26 08:00,TIA,87/100,Vesting (Desbloqueio Massivo Anual TIA > 1% (Cliff 31/10)),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-26 12:00,SUI,72/100,Vesting (Desbloqueio de Vesting SUI > 1% (Cliff mensal no dia 1)),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-26 12:00,OP,87/100,Vesting (Desbloqueio de Vesting OP > 1% (Cliff no fim do mês)),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-26 12:00,TIA,87/100,Vesting (Desbloqueio Massivo Anual TIA > 1% (Cliff 31/10)),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-26 20:00,AVAX,72/100,Score insuficiente (72/100 < 75),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-26 20:00,SUI,72/100,Vesting (Desbloqueio de Vesting SUI > 1% (Cliff mensal no dia 1)),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-26 20:00,ARB,72/100,Score insuficiente (72/100 < 75),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-26 20:00,OP,82/100,Vesting (Desbloqueio de Vesting OP > 1% (Cliff no fim do mês)),Prejuízo evitado: -R$ 10.41 (-8.03%),R$ 10.41,"R$ 5,204.36"
2025-10-26 20:00,TIA,87/100,Vesting (Desbloqueio Massivo Anual TIA > 1% (Cliff 31/10)),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-26 20:00,TON,72/100,Score insuficiente (72/100 < 75),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-27 00:00,TON,72/100,Score insuficiente (72/100 < 75),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-27 16:00,SUI,77/100,Vesting (Desbloqueio de Vesting SUI > 1% (Cliff mensal no dia 1)),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-27 16:00,TON,72/100,Score insuficiente (72/100 < 75),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-28 00:00,SOL,73/100,Score insuficiente (73/100 < 75),Prejuízo evitado: -R$ 9.99 (-4.58%),R$ 9.99,"R$ 4,993.69"
2025-10-28 04:00,TIA,83/100,Vesting (Desbloqueio Massivo Anual TIA > 1% (Cliff 31/10)),Prejuízo evitado: -R$ 9.99 (-5.87%),R$ 9.99,"R$ 4,993.69"
2025-10-28 08:00,TON,68/100,Score insuficiente (68/100 < 75),Prejuízo evitado: -R$ 9.98 (-6.79%),R$ 9.98,"R$ 4,990.54"
2025-10-29 08:00,SOL,65/100,Score insuficiente (65/100 < 75),Prejuízo evitado: -R$ 8.94 (-7.40%),R$ 8.94,"R$ 4,471.98"
2025-10-29 08:00,SUI,58/100,Vesting (Desbloqueio de Vesting SUI > 1% (Cliff mensal no dia 1)) | Preço < EMA50 4h sem Volume Agressor (Ratio < 1.3),Prejuízo evitado: -R$ 8.94 (-6.53%),R$ 8.94,"R$ 4,471.98"
2025-10-29 08:00,TIA,58/100,Vesting (Desbloqueio Massivo Anual TIA > 1% (Cliff 31/10)),Prejuízo evitado: -R$ 8.94 (-7.41%),R$ 8.94,"R$ 4,471.98"
2025-10-29 08:00,PEPE,58/100,Preço < EMA50 4h sem Volume Agressor (Ratio < 1.3),Prejuízo evitado: -R$ 8.94 (-6.72%),R$ 8.94,"R$ 4,471.98"
2025-10-29 08:00,GALA,58/100,Preço < EMA50 4h sem Volume Agressor (Ratio < 1.3),Prejuízo evitado: -R$ 8.94 (-7.78%),R$ 8.94,"R$ 4,471.98"
2025-10-29 20:00,PENDLE,65/100,Score insuficiente (65/100 < 75),Prejuízo evitado: -R$ 8.94 (-9.37%),R$ 8.94,"R$ 4,470.55"
2025-10-30 00:00,SOL,61/100,Suporte Macro do BTC Perdido (< EMA50 1D -3%),Prejuízo evitado: -R$ 8.94 (-7.75%),R$ 8.94,"R$ 4,471.56"
2025-10-30 04:00,LINK,61/100,Suporte Macro do BTC Perdido (< EMA50 1D -3%),Prejuízo evitado: -R$ 8.94 (-9.49%),R$ 8.94,"R$ 4,471.56"
2025-10-30 20:00,ETH,52/100,Suporte Macro do BTC Perdido (< EMA50 1D -3%) | Preço < EMA50 4h sem Volume Agressor (Ratio < 1.3),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-30 20:00,ONDO,58/100,Suporte Macro do BTC Perdido (< EMA50 1D -3%) | Preço < EMA50 4h sem Volume Agressor (Ratio < 1.3),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-30 20:00,AAVE,58/100,Suporte Macro do BTC Perdido (< EMA50 1D -3%) | Preço < EMA50 4h sem Volume Agressor (Ratio < 1.3),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-30 20:00,PENDLE,58/100,Suporte Macro do BTC Perdido (< EMA50 1D -3%) | Preço < EMA50 4h sem Volume Agressor (Ratio < 1.3),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-30 20:00,TON,44/100,Suporte Macro do BTC Perdido (< EMA50 1D -3%) | Preço < EMA50 4h sem Volume Agressor (Ratio < 1.3),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-31 00:00,SOL,44/100,Preço < EMA50 4h sem Volume Agressor (Ratio < 1.3),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-31 00:00,ETH,44/100,Preço < EMA50 4h sem Volume Agressor (Ratio < 1.3),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-31 00:00,BNB,52/100,Preço < EMA50 4h sem Volume Agressor (Ratio < 1.3),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-31 00:00,NEAR,44/100,Preço < EMA50 4h sem Volume Agressor (Ratio < 1.3),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-31 00:00,AVAX,44/100,Preço < EMA50 4h sem Volume Agressor (Ratio < 1.3),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-31 00:00,SUI,50/100,Vesting (Desbloqueio de Vesting SUI > 1% (Cliff mensal no dia 1)) | Preço < EMA50 4h sem Volume Agressor (Ratio < 1.3),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-31 00:00,ARB,44/100,Preço < EMA50 4h sem Volume Agressor (Ratio < 1.3),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-31 00:00,OP,44/100,Vesting (Desbloqueio de Vesting OP > 1% (Cliff no fim do mês)) | Preço < EMA50 4h sem Volume Agressor (Ratio < 1.3),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-31 00:00,RENDER,44/100,Preço < EMA50 4h sem Volume Agressor (Ratio < 1.3),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-31 00:00,FET,44/100,Preço < EMA50 4h sem Volume Agressor (Ratio < 1.3),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-31 00:00,ONDO,50/100,Preço < EMA50 4h sem Volume Agressor (Ratio < 1.3),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-31 00:00,LINK,54/100,Preço < EMA50 4h sem Volume Agressor (Ratio < 1.3),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-31 00:00,AAVE,50/100,Preço < EMA50 4h sem Volume Agressor (Ratio < 1.3),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-31 00:00,INJ,50/100,Preço < EMA50 4h sem Volume Agressor (Ratio < 1.3),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-31 00:00,PENDLE,50/100,Preço < EMA50 4h sem Volume Agressor (Ratio < 1.3),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-31 00:00,TIA,44/100,Vesting (Desbloqueio Massivo Anual TIA > 1% (Cliff 31/10)) | Preço < EMA50 4h sem Volume Agressor (Ratio < 1.3),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-31 00:00,PEPE,50/100,Preço < EMA50 4h sem Volume Agressor (Ratio < 1.3),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-31 00:00,GALA,44/100,Preço < EMA50 4h sem Volume Agressor (Ratio < 1.3),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-31 04:00,LINK,50/100,Preço < EMA50 4h sem Volume Agressor (Ratio < 1.3),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-31 08:00,SOL,54/100,Preço < EMA50 4h sem Volume Agressor (Ratio < 1.3),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-31 08:00,AVAX,44/100,Preço < EMA50 4h sem Volume Agressor (Ratio < 1.3),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-31 08:00,SUI,50/100,Vesting (Desbloqueio de Vesting SUI > 1% (Cliff mensal no dia 1)) | Preço < EMA50 4h sem Volume Agressor (Ratio < 1.3),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-31 08:00,ARB,44/100,Preço < EMA50 4h sem Volume Agressor (Ratio < 1.3),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-31 08:00,OP,44/100,Vesting (Desbloqueio de Vesting OP > 1% (Cliff no fim do mês)) | Preço < EMA50 4h sem Volume Agressor (Ratio < 1.3),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-31 08:00,RENDER,44/100,Preço < EMA50 4h sem Volume Agressor (Ratio < 1.3),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-31 08:00,AAVE,50/100,Preço < EMA50 4h sem Volume Agressor (Ratio < 1.3),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-31 08:00,PEPE,50/100,Preço < EMA50 4h sem Volume Agressor (Ratio < 1.3),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-31 08:00,TON,65/100,Score insuficiente (65/100 < 75),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-31 12:00,NEAR,50/100,Preço < EMA50 4h sem Volume Agressor (Ratio < 1.3),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-31 12:00,TON,65/100,Score insuficiente (65/100 < 75),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-10-31 16:00,AAVE,71/100,Score insuficiente (71/100 < 75),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-11-01 00:00,AVAX,44/100,Preço < EMA50 4h sem Volume Agressor (Ratio < 1.3),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-11-01 00:00,ARB,44/100,Preço < EMA50 4h sem Volume Agressor (Ratio < 1.3),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-11-01 00:00,TON,65/100,Score insuficiente (65/100 < 75),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-11-01 04:00,OP,50/100,Preço < EMA50 4h sem Volume Agressor (Ratio < 1.3),Prejuízo evitado: -R$ 7.52 (-9.53%),R$ 7.52,"R$ 3,761.07"
2025-11-01 04:00,RENDER,44/100,Preço < EMA50 4h sem Volume Agressor (Ratio < 1.3),Prejuízo evitado: -R$ 7.52 (-9.58%),R$ 7.52,"R$ 3,761.07"
2025-11-01 04:00,FET,54/100,Preço < EMA50 4h sem Volume Agressor (Ratio < 1.3),Prejuízo evitado: -R$ 7.52 (-10.02%),R$ 7.52,"R$ 3,761.07"
2025-11-01 04:00,INJ,50/100,Preço < EMA50 4h sem Volume Agressor (Ratio < 1.3),Prejuízo evitado: -R$ 7.52 (-9.28%),R$ 7.52,"R$ 3,761.07"
2025-11-01 04:00,TIA,50/100,Vesting (Desbloqueio Massivo Anual TIA > 1% (Pós-Cliff 31/10)) | Preço < EMA50 4h sem Volume Agressor (Ratio < 1.3),Prejuízo evitado: -R$ 7.52 (-10.00%),R$ 7.52,"R$ 3,761.07"
2025-11-01 04:00,TON,65/100,Score insuficiente (65/100 < 75),Consolidação sem alvo/stop,"R$ 0,00","R$ 0,00"
2025-11-01 08:00,OP,50/100,Preço < EMA50 4h sem Volume Agressor (Ratio < 1.3),Prejuízo evitado: -R$ 7.52 (-10.24%),R$ 7.52,"R$ 3,761.07"
2025-11-01 08:00,INJ,64/100,Preço < EMA50 4h sem Volume Agressor (Ratio < 1.3),Prejuízo evitado: -R$ 7.52 (-11.70%),R$ 7.52,"R$ 3,761.07"
2025-11-01 16:00,TON,65/100,Score insuficiente (65/100 < 75),Prejuízo evitado: -R$ 7.52 (-11.09%),R$ 7.52,"R$ 3,761.07"
2025-11-02 04:00,APT,69/100,Score insuficiente (69/100 < 75),Prejuízo evitado: -R$ 7.52 (-8.73%),R$ 7.52,"R$ 3,761.07"
2025-11-02 04:00,ARB,69/100,Score insuficiente (69/100 < 75),Prejuízo evitado: -R$ 7.52 (-11.87%),R$ 7.52,"R$ 3,761.07"
2025-11-02 04:00,TIA,79/100,Vesting (Desbloqueio Massivo Anual TIA > 1% (Pós-Cliff 31/10)),Prejuízo evitado: -R$ 7.52 (-15.86%),R$ 7.52,"R$ 3,761.07"
2025-11-02 20:00,SOL,75/100,Preço < EMA50 4h sem Volume Agressor (Ratio < 1.3),Prejuízo evitado: -R$ 7.52 (-5.25%),R$ 7.52,"R$ 3,758.72"
2025-11-02 20:00,BNB,60/100,Preço < EMA50 4h sem Volume Agressor (Ratio < 1.3),Prejuízo evitado: -R$ 7.52 (-2.39%),R$ 7.52,"R$ 3,758.72"
2025-11-02 20:00,AVAX,69/100,Preço < EMA50 4h sem Volume Agressor (Ratio < 1.3),Prejuízo evitado: -R$ 7.52 (-6.62%),R$ 7.52,"R$ 3,758.72"
2025-11-02 20:00,SUI,52/100,Preço < EMA50 4h sem Volume Agressor (Ratio < 1.3),Prejuízo evitado: -R$ 7.52 (-6.17%),R$ 7.52,"R$ 3,758.72"
2025-11-02 20:00,APT,69/100,Score insuficiente (69/100 < 75),Prejuízo evitado: -R$ 7.52 (-7.11%),R$ 7.52,"R$ 3,758.72"
2025-11-02 20:00,RENDER,62/100,Preço < EMA50 4h sem Volume Agressor (Ratio < 1.3),Prejuízo evitado: -R$ 7.52 (-7.59%),R$ 7.52,"R$ 3,758.72"
2025-11-02 20:00,ONDO,68/100,Preço < EMA50 4h sem Volume Agressor (Ratio < 1.3),Prejuízo evitado: -R$ 7.52 (-5.37%),R$ 7.52,"R$ 3,758.72"
2025-11-02 20:00,INJ,62/100,Preço < EMA50 4h sem Volume Agressor (Ratio < 1.3),Prejuízo evitado: -R$ 7.52 (-8.81%),R$ 7.52,"R$ 3,758.72"
2025-11-02 20:00,PENDLE,52/100,Preço < EMA50 4h sem Volume Agressor (Ratio < 1.3),Prejuízo evitado: -R$ 7.52 (-5.40%),R$ 7.52,"R$ 3,758.72"
2025-11-02 20:00,PEPE,69/100,Preço < EMA50 4h sem Volume Agressor (Ratio < 1.3),Prejuízo evitado: -R$ 7.52 (-5.83%),R$ 7.52,"R$ 3,758.72"
2025-11-02 20:00,TON,73/100,Score insuficiente (73/100 < 75),Prejuízo evitado: -R$ 7.52 (-4.53%),R$ 7.52,"R$ 3,758.72"
2025-11-04 00:00,SOL,48/100,Suporte Macro do BTC Perdido (< EMA50 1D -3%) | Preço < EMA50 4h sem Volume Agressor (Ratio < 1.3),Prejuízo evitado: -R$ 6.76 (-6.98%),R$ 6.76,"R$ 3,380.62"
