Data,Ativo,Score,Motivo do Veto,Resultado Simulado,Prejuízo Evitado (R$)
2026-03-04 16:00,GALA,61/100,Score insuficiente (61/100 < 75),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-03-06 04:00,APT,48/100,Desbloqueio de Vesting APT > 1% (Cliff mensal no dia 11/12) | BTC perdeu suporte macro (abaixo da EMA 50 1D),Prejuízo evitado: -R$ 2.00 (-9.80%),R$ 2.00
2026-03-08 08:00,NEAR,66/100,BTC perdeu suporte macro (abaixo da EMA 50 1D),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-03-08 08:00,APT,33/100,Desbloqueio de Vesting APT > 1% (Cliff mensal no dia 11/12) | BTC perdeu suporte macro (abaixo da EMA 50 1D) | Preço abaixo da EMA 50 4h sem volume agressor,Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-03-08 08:00,GALA,46/100,BTC perdeu suporte macro (abaixo da EMA 50 1D) | Preço abaixo da EMA 50 4h sem volume agressor,Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-03-08 16:00,GALA,52/100,BTC perdeu suporte macro (abaixo da EMA 50 1D) | Preço abaixo da EMA 50 4h sem volume agressor,Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-03-09 00:00,NEAR,66/100,BTC perdeu suporte macro (abaixo da EMA 50 1D),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-03-09 12:00,APT,48/100,Desbloqueio de Vesting APT > 1% (Cliff mensal no dia 11/12) | BTC perdeu suporte macro (abaixo da EMA 50 1D),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-03-09 16:00,APT,48/100,Desbloqueio de Vesting APT > 1% (Cliff mensal no dia 11/12) | BTC perdeu suporte macro (abaixo da EMA 50 1D),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-03-10 04:00,NEAR,78/100,BTC perdeu suporte macro (abaixo da EMA 50 1D),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-03-10 08:00,NEAR,78/100,BTC perdeu suporte macro (abaixo da EMA 50 1D),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-03-10 08:00,APT,54/100,Desbloqueio de Vesting APT > 1% (Cliff mensal no dia 11/12) | BTC perdeu suporte macro (abaixo da EMA 50 1D),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-03-10 12:00,APT,58/100,Desbloqueio de Vesting APT > 1% (Cliff mensal no dia 11/12) | BTC perdeu suporte macro (abaixo da EMA 50 1D),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-03-10 12:00,GALA,61/100,BTC perdeu suporte macro (abaixo da EMA 50 1D),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-03-11 12:00,NEAR,78/100,BTC perdeu suporte macro (abaixo da EMA 50 1D),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-03-12 04:00,NEAR,78/100,BTC perdeu suporte macro (abaixo da EMA 50 1D),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-03-12 16:00,NEAR,73/100,BTC perdeu suporte macro (abaixo da EMA 50 1D),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-03-13 00:00,APT,58/100,Desbloqueio de Vesting APT > 1% (Cliff mensal no dia 11/12),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-03-13 00:00,GALA,71/100,Score insuficiente (71/100 < 75),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-03-13 04:00,GALA,71/100,Score insuficiente (71/100 < 75),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-03-13 08:00,GALA,71/100,Score insuficiente (71/100 < 75),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-03-13 12:00,APT,58/100,Desbloqueio de Vesting APT > 1% (Cliff mensal no dia 11/12),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-03-15 00:00,GALA,65/100,Score insuficiente (65/100 < 75),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-03-15 08:00,GALA,71/100,Score insuficiente (71/100 < 75),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-03-15 16:00,GALA,71/100,Score insuficiente (71/100 < 75),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-03-16 00:00,APT,71/100,Score insuficiente (71/100 < 75),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-03-17 20:00,APT,80/100,Limite de Exposição Global da Carteira atingido (máx 2 posições abertas),Prejuízo evitado: -R$ 2.02 (-6.84%),R$ 2.02
2026-03-18 20:00,APT,73/100,Score insuficiente (73/100 < 75),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-03-20 04:00,APT,59/100,Score insuficiente (59/100 < 75),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-03-21 04:00,APT,64/100,BTC perdeu suporte macro (abaixo da EMA 50 1D),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-03-21 12:00,NEAR,46/100,BTC perdeu suporte macro (abaixo da EMA 50 1D) | Preço abaixo da EMA 50 4h sem volume agressor,Prejuízo evitado: -R$ 2.03 (-4.51%),R$ 2.03
2026-03-23 00:00,APT,62/100,Preço abaixo da EMA 50 4h sem volume agressor,Alvo 1 atingido (Oportunidade filtrada pelo protocolo),"R$ 0,00"
2026-03-23 08:00,NEAR,66/100,Score insuficiente (66/100 < 75),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-03-23 08:00,GALA,54/100,Score insuficiente (54/100 < 75),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-03-23 12:00,APT,67/100,Score insuficiente (67/100 < 75),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-03-28 12:00,NEAR,58/100,BTC perdeu suporte macro (abaixo da EMA 50 1D) | Preço abaixo da EMA 50 4h sem volume agressor,Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-03-28 12:00,GALA,50/100,BTC perdeu suporte macro (abaixo da EMA 50 1D) | Preço abaixo da EMA 50 4h sem volume agressor,Prejuízo evitado: -R$ 2.01 (-5.32%),R$ 2.01
2026-03-29 20:00,NEAR,58/100,BTC perdeu suporte macro (abaixo da EMA 50 1D) | Preço abaixo da EMA 50 4h sem volume agressor,Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-03-30 00:00,NEAR,65/100,BTC perdeu suporte macro (abaixo da EMA 50 1D) | Preço abaixo da EMA 50 4h sem volume agressor,Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-03-30 00:00,GALA,44/100,BTC perdeu suporte macro (abaixo da EMA 50 1D) | Preço abaixo da EMA 50 4h sem volume agressor,Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-03-31 00:00,NEAR,68/100,BTC perdeu suporte macro (abaixo da EMA 50 1D),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-04-01 04:00,NEAR,75/100,BTC perdeu suporte macro (abaixo da EMA 50 1D),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-04-01 12:00,GALA,61/100,BTC perdeu suporte macro (abaixo da EMA 50 1D),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-04-02 20:00,APT,46/100,BTC perdeu suporte macro (abaixo da EMA 50 1D) | Preço abaixo da EMA 50 4h sem volume agressor,Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-04-03 00:00,APT,38/100,BTC perdeu suporte macro (abaixo da EMA 50 1D) | Preço abaixo da EMA 50 4h sem volume agressor,Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-04-03 04:00,NEAR,67/100,BTC perdeu suporte macro (abaixo da EMA 50 1D),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-04-03 08:00,NEAR,67/100,BTC perdeu suporte macro (abaixo da EMA 50 1D),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-04-04 00:00,NEAR,67/100,BTC perdeu suporte macro (abaixo da EMA 50 1D),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-04-04 04:00,NEAR,67/100,BTC perdeu suporte macro (abaixo da EMA 50 1D),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-04-04 12:00,APT,54/100,BTC perdeu suporte macro (abaixo da EMA 50 1D) | Preço abaixo da EMA 50 4h sem volume agressor,Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-04-05 20:00,APT,31/100,Desbloqueio de Vesting APT > 1% (Cliff mensal no dia 11/12),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-04-06 00:00,NEAR,74/100,Score insuficiente (74/100 < 75),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-04-06 00:00,GALA,61/100,Score insuficiente (61/100 < 75),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-04-06 08:00,GALA,71/100,Score insuficiente (71/100 < 75),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-04-07 20:00,APT,52/100,Desbloqueio de Vesting APT > 1% (Cliff mensal no dia 11/12),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-04-07 20:00,GALA,74/100,Score insuficiente (74/100 < 75),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-04-08 04:00,APT,62/100,Desbloqueio de Vesting APT > 1% (Cliff mensal no dia 11/12),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-04-10 12:00,APT,52/100,Limite de Exposição Global da Carteira atingido (máx 2 posições abertas) | Desbloqueio de Vesting APT > 1% (Cliff mensal no dia 11/12),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-04-10 16:00,APT,52/100,Limite de Exposição Global da Carteira atingido (máx 2 posições abertas) | Desbloqueio de Vesting APT > 1% (Cliff mensal no dia 11/12),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-04-11 16:00,APT,52/100,Limite de Exposição Global da Carteira atingido (máx 2 posições abertas) | Desbloqueio de Vesting APT > 1% (Cliff mensal no dia 11/12),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-04-13 12:00,APT,52/100,Limite de Exposição Global da Carteira atingido (máx 2 posições abertas) | Desbloqueio de Vesting APT > 1% (Cliff mensal no dia 11/12),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-04-13 16:00,APT,52/100,Limite de Exposição Global da Carteira atingido (máx 2 posições abertas) | Desbloqueio de Vesting APT > 1% (Cliff mensal no dia 11/12),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-04-13 20:00,APT,52/100,Limite de Exposição Global da Carteira atingido (máx 2 posições abertas) | Desbloqueio de Vesting APT > 1% (Cliff mensal no dia 11/12),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-04-14 12:00,APT,67/100,Limite de Exposição Global da Carteira atingido (máx 2 posições abertas),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-04-15 00:00,APT,71/100,Limite de Exposição Global da Carteira atingido (máx 2 posições abertas),Alvo 1 atingido (Oportunidade filtrada pelo protocolo),"R$ 0,00"
2026-04-15 08:00,APT,77/100,Limite de Exposição Global da Carteira atingido (máx 2 posições abertas),Alvo 1 atingido (Oportunidade filtrada pelo protocolo),"R$ 0,00"
2026-04-15 12:00,APT,76/100,Limite de Exposição Global da Carteira atingido (máx 2 posições abertas),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-04-16 00:00,APT,85/100,Limite de Exposição Global da Carteira atingido (máx 2 posições abertas),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-04-21 08:00,APT,86/100,Limite de Exposição Global da Carteira atingido (máx 2 posições abertas),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-04-22 00:00,APT,86/100,Limite de Exposição Global da Carteira atingido (máx 2 posições abertas),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-04-22 04:00,APT,90/100,Limite de Exposição Global da Carteira atingido (máx 2 posições abertas),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-04-22 08:00,APT,90/100,Limite de Exposição Global da Carteira atingido (máx 2 posições abertas),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-04-23 12:00,GALA,67/100,Limite de Exposição Global da Carteira atingido (máx 2 posições abertas) | Janela de Desbloqueio/Emissão GALA > 1%,Alvo 1 atingido (Oportunidade filtrada pelo protocolo),"R$ 0,00"
2026-04-24 08:00,GALA,73/100,Limite de Exposição Global da Carteira atingido (máx 2 posições abertas) | Janela de Desbloqueio/Emissão GALA > 1%,Alvo 1 atingido (Oportunidade filtrada pelo protocolo),"R$ 0,00"
2026-04-24 12:00,GALA,73/100,Limite de Exposição Global da Carteira atingido (máx 2 posições abertas) | Janela de Desbloqueio/Emissão GALA > 1%,Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-04-24 16:00,GALA,72/100,Limite de Exposição Global da Carteira atingido (máx 2 posições abertas) | Janela de Desbloqueio/Emissão GALA > 1%,Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-04-27 00:00,GALA,82/100,Limite de Exposição Global da Carteira atingido (máx 2 posições abertas),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-04-29 00:00,GALA,74/100,Limite de Exposição Global da Carteira atingido (máx 2 posições abertas),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-04-30 00:00,NEAR,56/100,Preço abaixo da EMA 50 4h sem volume agressor,Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-05-01 00:00,NEAR,70/100,Preço abaixo da EMA 50 4h sem volume agressor,Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-05-02 00:00,NEAR,64/100,Preço abaixo da EMA 50 4h sem volume agressor,Prejuízo evitado: -R$ 1.99 (-3.35%),R$ 1.99
2026-05-02 12:00,GALA,62/100,Preço abaixo da EMA 50 4h sem volume agressor,Prejuízo evitado: -R$ 1.99 (-3.96%),R$ 1.99
2026-05-02 16:00,NEAR,64/100,Preço abaixo da EMA 50 4h sem volume agressor,Prejuízo evitado: -R$ 1.99 (-2.97%),R$ 1.99
2026-05-04 00:00,GALA,83/100,Limite de Exposição Global da Carteira atingido (máx 2 posições abertas),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-05-05 04:00,GALA,87/100,Limite de Exposição Global da Carteira atingido (máx 2 posições abertas),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-05-05 08:00,GALA,91/100,Limite de Exposição Global da Carteira atingido (máx 2 posições abertas),Alvo 1 atingido (Oportunidade filtrada pelo protocolo),"R$ 0,00"
2026-05-05 12:00,GALA,91/100,Limite de Exposição Global da Carteira atingido (máx 2 posições abertas),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-05-08 00:00,APT,75/100,Desbloqueio de Vesting APT > 1% (Cliff mensal no dia 11/12),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-05-08 08:00,APT,69/100,Desbloqueio de Vesting APT > 1% (Cliff mensal no dia 11/12),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-05-08 12:00,APT,64/100,Desbloqueio de Vesting APT > 1% (Cliff mensal no dia 11/12),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-05-09 16:00,APT,64/100,Desbloqueio de Vesting APT > 1% (Cliff mensal no dia 11/12),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-05-10 08:00,APT,73/100,Desbloqueio de Vesting APT > 1% (Cliff mensal no dia 11/12),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-05-10 12:00,APT,74/100,Limite de Exposição Global da Carteira atingido (máx 2 posições abertas) | Desbloqueio de Vesting APT > 1% (Cliff mensal no dia 11/12),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-05-11 16:00,APT,79/100,Limite de Exposição Global da Carteira atingido (máx 2 posições abertas) | Desbloqueio de Vesting APT > 1% (Cliff mensal no dia 11/12),Prejuízo evitado: -R$ 2.07 (-9.08%),R$ 2.07
2026-05-13 00:00,APT,73/100,Desbloqueio de Vesting APT > 1% (Cliff mensal no dia 11/12),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-05-13 04:00,APT,73/100,Desbloqueio de Vesting APT > 1% (Cliff mensal no dia 11/12),Prejuízo evitado: -R$ 2.05 (-8.56%),R$ 2.05
2026-05-14 12:00,APT,72/100,Preço abaixo da EMA 50 4h sem volume agressor,Prejuízo evitado: -R$ 2.05 (-7.96%),R$ 2.05
2026-05-14 12:00,GALA,70/100,Preço abaixo da EMA 50 4h sem volume agressor,Prejuízo evitado: -R$ 2.05 (-8.80%),R$ 2.05
2026-05-17 04:00,APT,62/100,Preço abaixo da EMA 50 4h sem volume agressor,Prejuízo evitado: -R$ 2.05 (-5.71%),R$ 2.05
2026-05-17 04:00,GALA,52/100,Preço abaixo da EMA 50 4h sem volume agressor,Prejuízo evitado: -R$ 2.05 (-7.19%),R$ 2.05
2026-05-17 08:00,APT,64/100,Score insuficiente (64/100 < 75),Prejuízo evitado: -R$ 2.05 (-6.55%),R$ 2.05
2026-05-18 20:00,APT,54/100,Preço abaixo da EMA 50 4h sem volume agressor,Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-05-18 20:00,GALA,62/100,Preço abaixo da EMA 50 4h sem volume agressor,Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-05-20 04:00,APT,54/100,Preço abaixo da EMA 50 4h sem volume agressor,Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-05-20 04:00,GALA,52/100,Preço abaixo da EMA 50 4h sem volume agressor,Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-05-21 16:00,APT,71/100,Score insuficiente (71/100 < 75),Prejuízo evitado: -R$ 2.10 (-7.57%),R$ 2.10
2026-05-22 08:00,APT,59/100,Score insuficiente (59/100 < 75),Prejuízo evitado: -R$ 2.10 (-7.68%),R$ 2.10
2026-05-23 12:00,APT,52/100,Preço abaixo da EMA 50 4h sem volume agressor,Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-05-23 12:00,GALA,50/100,Score insuficiente (50/100 < 75),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-05-25 12:00,APT,71/100,Score insuficiente (71/100 < 75),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-05-26 04:00,APT,59/100,Score insuficiente (59/100 < 75),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-05-26 08:00,APT,67/100,Score insuficiente (67/100 < 75),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-05-26 08:00,GALA,65/100,Score insuficiente (65/100 < 75),Prejuízo evitado: -R$ 2.10 (-9.73%),R$ 2.10
2026-05-27 12:00,APT,64/100,Score insuficiente (64/100 < 75),Prejuízo evitado: -R$ 2.10 (-8.52%),R$ 2.10
2026-05-28 08:00,APT,48/100,BTC perdeu suporte macro (abaixo da EMA 50 1D),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-05-28 16:00,GALA,36/100,BTC perdeu suporte macro (abaixo da EMA 50 1D) | Preço abaixo da EMA 50 4h sem volume agressor,Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-05-29 04:00,GALA,36/100,BTC perdeu suporte macro (abaixo da EMA 50 1D) | Preço abaixo da EMA 50 4h sem volume agressor,Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-05-29 12:00,APT,48/100,BTC perdeu suporte macro (abaixo da EMA 50 1D),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-05-30 00:00,APT,55/100,BTC perdeu suporte macro (abaixo da EMA 50 1D),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-05-31 20:00,GALA,57/100,BTC perdeu suporte macro (abaixo da EMA 50 1D),Prejuízo evitado: -R$ 2.10 (-7.51%),R$ 2.10
2026-06-01 16:00,APT,59/100,BTC perdeu suporte macro (abaixo da EMA 50 1D),Prejuízo evitado: -R$ 2.10 (-8.61%),R$ 2.10
2026-06-03 04:00,APT,48/100,BTC perdeu suporte macro (abaixo da EMA 50 1D),Prejuízo evitado: -R$ 2.10 (-12.36%),R$ 2.10
2026-06-03 04:00,GALA,46/100,BTC perdeu suporte macro (abaixo da EMA 50 1D) | Preço abaixo da EMA 50 4h sem volume agressor,Prejuízo evitado: -R$ 2.10 (-12.54%),R$ 2.10
2026-06-04 12:00,APT,56/100,BTC perdeu suporte macro (abaixo da EMA 50 1D) | Preço abaixo da EMA 50 4h sem volume agressor,Prejuízo evitado: -R$ 2.10 (-13.32%),R$ 2.10
2026-06-04 12:00,GALA,42/100,BTC perdeu suporte macro (abaixo da EMA 50 1D) | Preço abaixo da EMA 50 4h sem volume agressor,Prejuízo evitado: -R$ 2.10 (-13.39%),R$ 2.10
2026-06-07 00:00,APT,29/100,Desbloqueio de Vesting APT > 1% (Cliff mensal no dia 11/12) | BTC perdeu suporte macro (abaixo da EMA 50 1D) | Preço abaixo da EMA 50 4h sem volume agressor,Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-06-07 00:00,GALA,42/100,BTC perdeu suporte macro (abaixo da EMA 50 1D) | Preço abaixo da EMA 50 4h sem volume agressor,Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-06-07 04:00,APT,29/100,Desbloqueio de Vesting APT > 1% (Cliff mensal no dia 11/12) | BTC perdeu suporte macro (abaixo da EMA 50 1D) | Preço abaixo da EMA 50 4h sem volume agressor,Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-06-07 04:00,GALA,42/100,BTC perdeu suporte macro (abaixo da EMA 50 1D) | Preço abaixo da EMA 50 4h sem volume agressor,Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-06-07 12:00,NEAR,54/100,BTC perdeu suporte macro (abaixo da EMA 50 1D) | Preço abaixo da EMA 50 4h sem volume agressor,Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-06-07 20:00,GALA,61/100,BTC perdeu suporte macro (abaixo da EMA 50 1D) | Preço abaixo da EMA 50 4h sem volume agressor,Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-06-08 08:00,APT,31/100,Desbloqueio de Vesting APT > 1% (Cliff mensal no dia 11/12) | BTC perdeu suporte macro (abaixo da EMA 50 1D) | Preço abaixo da EMA 50 4h sem volume agressor,Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-06-08 12:00,NEAR,73/100,BTC perdeu suporte macro (abaixo da EMA 50 1D),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-06-09 16:00,NEAR,65/100,BTC perdeu suporte macro (abaixo da EMA 50 1D),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-06-10 12:00,GALA,61/100,BTC perdeu suporte macro (abaixo da EMA 50 1D),Consolidação sem atingir alvo/stop,"R$ 0,00"
2026-06-11 00:00,APT,37/100,Desbloqueio de Vesting APT > 1% (Cliff mensal no dia 11/12) | BTC perdeu suporte macro (abaixo da EMA 50 1D) | Preço abaixo da EMA 50 4h sem volume agressor,Consolidação sem atingir alvo/stop,"R$ 0,00"
