Data Entrada,Ativo,Direção,Regime,Regime Macro,Classe,Score,Preço Entrada,Stop Inicial,Stop Final,BE/Parcial (2.0R),MAE (R),MFE (R),Datas Saída,Preços Saída,Motivo Saída,Taxas (R$),Funding (R$),Resultado (R$),Resultado (R),Saldo Acumulado (R$)
2021-10-03 04:00,YFII,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,107.2,$4364.1810,$4015.0465 (8.00%),$4015.0465,$5062.4500,-0.88,0.37,2021-10-06 08:00,$4011.8345,Stop Loss Inicial,R$ 29.08,R$ 18.48,"R$ -1,552.26",-1.04,"R$ 181,183.69"
2021-10-14 08:00,CRV,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,113.7,$3.0905,$2.8433 (8.00%),$2.8433,$3.5850,-0.8,0.0,2021-10-15 00:00,$2.8410,Stop Loss Inicial,R$ 28.90,R$ 3.51,"R$ -1,527.37",-1.03,"R$ 179,656.32"
2021-10-02 04:00,ICX,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,121.8,$1.8882,$1.7372 (8.00%),$1.8901,$2.1904,0.0,2.2,2021-10-03 00:00 | 2021-10-17 12:00,$2.1904 | $1.9690,Parcial Segurança (2.0R / 50%) | Trailing Runner 50% (ema20_1d),R$ 29.15,R$ 112.70,"R$ +1,733.58",1.17,"R$ 181,389.90"
2021-11-02 04:00,BTS,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,110.8,$0.0540,$0.0496 (8.00%),$0.0496,$0.0626,-0.89,0.51,2021-11-04 12:00,$0.0496,Stop Loss Inicial,R$ 57.48,R$ 126.88,"R$ -3,157.98",-1.07,"R$ 178,231.92"
2021-11-02 04:00,YFI,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,94.9,$35264.6235,$32443.4536 (8.00%),$32443.4536,$40906.9633,-0.94,0.0,2021-11-06 12:00,$32417.4989,Stop Loss Inicial,R$ 57.47,R$ 105.68,"R$ -3,136.36",-1.06,"R$ 175,095.56"
2021-10-19 04:00,KSM,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,95.8,$365.8828,$336.6122 (8.00%),$366.2487,$424.4241,-0.31,2.51,2021-11-02 08:00 | 2021-11-12 08:00,$424.4241 | $414.9400,Parcial Segurança (2.0R / 50%) | Trailing Runner 50% (ema20_1d),R$ 59.32,R$ 569.47,"R$ +4,788.28",1.62,"R$ 179,883.84"
2021-11-14 08:00,ONT,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,105.6,$1.1128,$1.0237 (8.00%),$1.0237,$1.2908,-1.23,0.01,2021-11-16 00:00,$1.0229,Stop Loss Inicial,R$ 57.15,R$ 45.66,"R$ -3,059.43",-1.04,"R$ 176,824.42"
2021-11-08 00:00,BTC,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,BTC,116.6,$63348.0582,$58929.3839 (6.98%),$58929.3839,$72185.4067,-0.62,1.18,2021-11-16 08:00,$58882.2404,Stop Loss Inicial,R$ 64.48,R$ 337.28,"R$ -3,329.14",-1.15,"R$ 173,495.28"
2021-11-20 04:00,ZEN,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,105.4,$96.7484,$89.0085 (8.00%),$96.8451,$112.2281,-0.65,2.33,2021-11-21 20:00 | 2021-11-28 00:00,$112.2281 | $99.8500,Parcial Segurança (2.0R / 50%) | Trailing Runner 50% (ema20_1d),R$ 55.82,R$ 101.63,"R$ +3,252.66",1.14,"R$ 176,747.94"
2021-12-04 20:00,BTC,SHORT,Short Bear (BE/Par. 2.0R / Runner 50%),bear,BTC,112.5,$49219.4080,$53156.9606 (8.00%),$53156.9606,$41344.3027,-0.64,0.83,2021-12-25 20:00,$50403.6400,Time-Stop (21d),R$ 54.96,R$ -211.38,R$ -714.62,-0.25,"R$ 176,033.32"
2021-12-18 04:00,ETH,SHORT,Short Bear (BE/Par. 2.0R / Runner 50%),bear,ETH,102.3,$3874.7517,$4184.7318 (8.00%),$3870.8769,$3254.7914,-0.84,2.64,2022-01-07 00:00 | 2022-02-04 04:00,$3254.7914 | $2803.7700,Parcial Segurança (2.0R / 50%) | Trailing Runner 50% (ema20_1d),R$ 60.37,R$ -194.29,"R$ +8,051.80",2.77,"R$ 184,085.12"
2021-12-29 08:00,BTC,SHORT,Short Bear (BE/Par. 2.0R / Runner 50%),bear,BTC,107.3,$47537.8992,$51340.9311 (8.00%),$47490.3613,$39931.8353,-0.12,1.82,2022-01-10 12:00 | 2022-02-04 12:00,$39931.8353 | $39481.7200,Parcial Segurança (2.0R / 50%) | Trailing Runner 50% (ema20_1d),R$ 58.76,R$ -149.03,"R$ +6,052.86",2.09,"R$ 190,137.98"
2022-02-18 12:00,ETH,SHORT,Short Bear (BE/Par. 2.0R / Runner 50%),bear,ETH,103.0,$2876.2711,$3106.3728 (8.00%),$2873.3949,$2416.0678,0.0,2.09,2022-02-24 00:00 | 2022-02-26 00:00,$2416.0678 | $2875.6936,Parcial Segurança (2.0R / 50%) | Stop BE Runner (50%),R$ 60.97,R$ -18.35,"R$ +3,087.77",0.99,"R$ 193,225.75"
2022-02-18 04:00,BTC,SHORT,Short Bear (BE/Par. 2.0R / Runner 50%),bear,BTC,105.4,$40656.6615,$43909.1944 (8.00%),$43909.1944,$34151.5957,-0.77,1.77,2022-02-28 20:00,$43944.3218,Stop Loss Inicial,R$ 61.00,R$ 3.38,"R$ -3,224.93",-1.03,"R$ 190,000.82"
2022-03-05 16:00,BTC,SHORT,Short Bear (BE/Par. 2.0R / Runner 50%),bear,BTC,108.4,$39114.2331,$42243.3717 (8.00%),$42243.3717,$32855.9558,-0.97,0.58,2022-03-09 08:00,$42277.1664,Stop Loss Inicial,R$ 61.07,R$ -13.29,"R$ -3,212.21",-1.03,"R$ 186,788.60"
2022-03-14 04:00,BTC,SHORT,Short Bear (BE/Par. 2.0R / Runner 50%),bear,BTC,95.1,$38102.6392,$40499.2500 (6.29%),$40499.2500,$33309.4175,-0.68,0.0,2022-03-16 00:00,$40531.6494,Stop Loss Inicial,R$ 75.94,R$ -12.73,"R$ -3,191.06",-1.03,"R$ 183,597.55"
2022-03-05 04:00,ETH,SHORT,Short Bear (BE/Par. 2.0R / Runner 50%),bear,ETH,104.8,$2622.6280,$2832.4383 (8.00%),$2832.4383,$2203.0075,-0.85,0.78,2022-03-17 12:00,$2834.7042,Stop Loss Inicial,R$ 61.08,R$ -64.35,"R$ -3,161.37",-1.01,"R$ 180,436.18"
2022-04-05 00:00,MIR,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,123.7,$1.9590,$1.8023 (8.00%),$1.8023,$2.2724,-0.99,1.12,2022-04-06 00:00,$1.8008,Stop Loss Inicial,R$ 29.27,R$ 5.47,"R$ -1,549.03",-1.03,"R$ 178,887.15"
2022-04-18 04:00,BTC,SHORT,Short Bear (BE/Par. 2.0R / Runner 50%),bear,BTC,97.7,$39768.4059,$41301.7679 (3.86%),$41301.7679,$36701.6818,-0.59,0.52,2022-04-18 16:00,$41334.8093,Stop Loss Inicial,R$ 59.19,R$ 8.59,"R$ -1,592.00",-1.07,"R$ 177,295.15"
2022-04-18 16:00,BTC,SHORT,Short Bear (BE/Par. 2.0R / Runner 50%),bear,BTC,102.2,$39219.5804,$41335.9500 (5.40%),$41335.9500,$34986.8412,-1.05,0.0,2022-04-19 12:00,$41369.0188,Stop Loss Inicial,R$ 42.27,R$ -4.63,"R$ -1,541.01",-1.04,"R$ 175,754.15"
2022-04-27 04:00,BTC,SHORT,Short Bear (BE/Par. 2.0R / Runner 50%),bear,BTC,108.1,$38305.6376,$41370.0886 (8.00%),$38267.3320,$32176.7356,-0.54,1.95,2022-05-09 12:00 | 2022-05-30 04:00,$32176.7356 | $30625.3000,Parcial Segurança (2.0R / 50%) | Trailing Runner 50% (ema20_1d),R$ 30.06,R$ -48.93,"R$ +3,332.56",2.27,"R$ 179,086.71"
2022-04-30 04:00,ETH,SHORT,Short Bear (BE/Par. 2.0R / Runner 50%),bear,ETH,102.6,$2815.6215,$3040.8712 (8.00%),$2812.8059,$2365.1220,-0.62,4.22,2022-05-09 08:00 | 2022-07-07 12:00,$2365.1220 | $1219.7500,Parcial Segurança (2.0R / 50%) | Trailing Runner 50% (ema20_1d),R$ 32.60,R$ -31.35,"R$ +6,681.88",4.54,"R$ 185,768.58"
2022-06-11 04:00,BTC,SHORT,Short Bear (BE/Par. 2.0R / Runner 50%),bear,BTC,99.4,$29243.8708,$31138.6679 (6.48%),$29214.6269,$25454.2765,0.0,2.95,2022-06-13 00:00 | 2022-07-07 16:00,$25454.2765 | $21797.8000,Parcial Segurança (2.0R / 50%) | Trailing Runner 50% (ema20_1d),R$ 76.98,R$ -38.14,"R$ +8,955.53",2.95,"R$ 194,724.11"
2022-07-12 16:00,BTC,SHORT,Short Bear (BE/Par. 2.0R / Runner 50%),bear,BTC,101.8,$19866.9616,$21435.4500 (7.89%),$21435.4500,$16729.9847,-0.84,0.35,2022-07-16 16:00,$21452.5984,Stop Loss Inicial,R$ 64.41,R$ -16.55,"R$ -3,343.25",-1.03,"R$ 191,380.86"
2022-07-26 04:00,BTC,SHORT,Short Bear (BE/Par. 2.0R / Runner 50%),bear,BTC,98.1,$21119.6349,$22809.2057 (8.00%),$22809.2057,$17740.4933,-0.97,0.23,2022-07-27 16:00,$22827.4531,Stop Loss Inicial,R$ 62.75,R$ -10.01,"R$ -3,303.83",-1.03,"R$ 188,077.03"
2022-08-29 08:00,BTC,SHORT,Short Bear (BE/Par. 2.0R / Runner 50%),bear,BTC,130.0,$19875.3574,$20570.9949 (3.50%),$20570.9949,$18484.0823,-0.79,0.0,2022-08-30 04:00,$20587.4517,Stop Loss Inicial,R$ 138.92,R$ 4.70,"R$ -3,403.46",-1.07,"R$ 184,673.57"
2022-09-07 16:00,BTC,SHORT,Short Bear (BE/Par. 2.0R / Runner 50%),bear,BTC,105.6,$18853.8684,$20362.1778 (8.00%),$20362.1778,$15837.2494,-1.17,0.0,2022-09-09 04:00,$20378.4676,Stop Loss Inicial,R$ 30.61,R$ -2.19,"R$ -1,614.41",-1.03,"R$ 183,059.16"
2022-09-17 04:00,ETH,SHORT,Short Bear (BE/Par. 2.0R / Runner 50%),bear,ETH,123.2,$1439.1101,$1554.2389 (8.00%),$1554.2389,$1208.8525,-0.25,1.69,2022-10-08 04:00,$1329.8400,Time-Stop (21d),R$ 30.35,R$ 0.18,"R$ +1,449.45",0.93,"R$ 184,508.61"
2022-09-19 16:00,BTC,SHORT,Short Bear (BE/Par. 2.0R / Runner 50%),bear,BTC,115.8,$19061.5644,$20586.4896 (8.00%),$20586.4896,$16011.7141,-0.84,0.4,2022-10-10 16:00,$19204.9000,Time-Stop (21d),R$ 29.36,R$ -68.36,R$ -107.61,-0.07,"R$ 184,401.00"
2022-10-09 00:00,ETH,SHORT,Short Bear (BE/Par. 2.0R / Runner 50%),bear,ETH,99.0,$1314.0926,$1383.0364 (5.25%),$1312.7785,$1176.2050,-0.17,1.04,2022-10-13 12:00 | 2022-10-14 00:00,$1176.2050 | $1313.8288,Parcial Segurança (2.0R / 50%) | Stop BE Runner (50%),R$ 92.44,R$ -8.61,"R$ +3,072.61",0.98,"R$ 187,473.61"
2022-10-16 04:00,ETH,SHORT,Short Bear (BE/Par. 2.0R / Runner 50%),bear,ETH,116.2,$1282.3585,$1373.6418 (7.12%),$1373.6418,$1099.7919,-1.37,0.08,2022-10-25 12:00,$1374.7407,Stop Loss Inicial,R$ 69.80,R$ -42.78,"R$ -3,262.61",-1.02,"R$ 184,211.00"
2022-10-21 04:00,BTC,SHORT,Short Bear (BE/Par. 2.0R / Runner 50%),bear,BTC,104.1,$19034.4780,$19700.6847 (3.50%),$19700.6847,$17702.0645,-1.06,0.15,2022-10-25 12:00,$19716.4453,Stop Loss Inicial,R$ 139.56,R$ -56.96,"R$ -3,357.39",-1.05,"R$ 180,853.61"
2022-11-14 04:00,ETH,SHORT,Short Bear (BE/Par. 2.0R / Runner 50%),bear,ETH,127.5,$1191.8138,$1287.1589 (8.00%),$1287.1589,$1001.1236,-0.63,0.0,2022-11-14 12:00,$1288.1886,Stop Loss Inicial,R$ 60.67,R$ -0.93,"R$ -3,203.12",-1.03,"R$ 177,650.49"
2022-11-17 04:00,ETH,SHORT,Short Bear (BE/Par. 2.0R / Runner 50%),bear,ETH,118.5,$1203.1581,$1299.4108 (8.00%),$1299.4108,$1010.6528,-0.87,1.23,2022-11-30 16:00,$1300.4503,Stop Loss Inicial,R$ 29.87,R$ 3.92,"R$ -1,581.63",-1.03,"R$ 176,068.86"
2022-11-10 16:00,BTC,SHORT,Short Bear (BE/Par. 2.0R / Runner 50%),bear,BTC,141.2,$17532.8292,$18935.4555 (8.00%),$18935.4555,$14727.5765,-0.04,1.3,2022-12-01 16:00,$16945.4000,Time-Stop (21d),R$ 59.27,R$ -1.58,"R$ +1,244.36",0.4,"R$ 177,313.23"
2022-12-08 04:00,ETH,SHORT,Short Bear (BE/Par. 2.0R / Runner 50%),bear,ETH,98.9,$1230.6843,$1306.0821 (6.13%),$1306.0821,$1079.8888,-1.24,0.0,2022-12-13 12:00,$1307.1270,Stop Loss Inicial,R$ 77.43,R$ -27.88,"R$ -3,159.09",-1.03,"R$ 174,154.13"
2022-12-29 04:00,ETH,SHORT,Short Bear (BE/Par. 2.0R / Runner 50%),bear,ETH,98.6,$1193.6729,$1239.9000 (3.87%),$1239.9000,$1101.2186,-1.23,0.12,2023-01-04 00:00,$1240.8919,Stop Loss Inicial,R$ 119.64,R$ -117.14,"R$ -3,096.35",-1.02,"R$ 171,057.78"
2022-12-17 08:00,BTC,SHORT,Short Bear (BE/Par. 2.0R / Runner 50%),bear,BTC,111.4,$16729.5311,$17869.2714 (6.81%),$17869.2714,$14450.0503,-0.19,0.26,2023-01-07 08:00,$16912.3000,Time-Stop (21d),R$ 66.94,R$ -154.56,R$ -397.24,-0.13,"R$ 170,660.53"
2023-02-02 00:00,SNX,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,109.9,$2.6703,$2.4567 (8.00%),$2.4567,$3.0976,-0.89,0.07,2023-02-03 04:00,$2.4547,Stop Loss Inicial,R$ 29.16,R$ 7.83,"R$ -1,545.58",-1.03,"R$ 169,114.96"
2023-02-04 12:00,WOO,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,120.3,$0.2180,$0.2005 (8.00%),$0.2182,$0.2528,-0.68,1.52,2023-02-07 08:00 | 2023-02-09 16:00,$0.2528 | $0.2180,Parcial Segurança (2.0R / 50%) | Stop BE Runner (50%),R$ 28.92,R$ 10.29,"R$ +1,445.68",0.97,"R$ 170,560.64"
2023-02-02 00:00,RUNE,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,102.3,$1.8339,$1.6872 (8.00%),$1.6872,$2.1273,-1.15,0.91,2023-02-09 20:00,$1.6859,Stop Loss Inicial,R$ 29.16,R$ 83.12,"R$ -1,620.76",-1.08,"R$ 168,939.87"
2023-02-01 04:00,ETH,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ETH,98.5,$1585.2222,$1486.0993 (6.25%),$1486.0993,$1783.4681,-1.0,0.96,2023-02-13 08:00,$1484.9104,Stop Loss Inicial,R$ 37.00,R$ 78.21,"R$ -1,628.04",-1.09,"R$ 167,311.83"
2023-02-11 04:00,MTL,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,111.0,$1.0323,$0.9497 (8.00%),$0.9497,$1.1975,-1.13,0.18,2023-02-13 08:00,$0.9490,Stop Loss Inicial,R$ 57.84,R$ 25.68,"R$ -3,075.83",-1.04,"R$ 164,235.99"
2023-02-13 08:00,ZIL,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,122.8,$0.0318,$0.0293 (8.00%),$0.0293,$0.0369,-1.13,0.0,2023-02-13 12:00,$0.0292,Stop Loss Inicial,R$ 56.48,R$ 0.00,"R$ -2,978.51",-1.03,"R$ 161,257.49"
2023-01-29 12:00,LTC,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,104.4,$95.3977,$87.7659 (8.00%),$87.7659,$110.6613,-0.73,1.07,2023-02-19 12:00,$100.4800,Time-Stop (21d),R$ 28.77,R$ 112.22,R$ +854.28,0.57,"R$ 162,111.77"
2023-02-19 16:00,SOL,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,109.5,$25.3126,$23.2876 (8.00%),$23.2876,$29.3627,-0.87,0.62,2023-02-22 08:00,$23.2690,Stop Loss Inicial,R$ 56.72,R$ 38.65,"R$ -3,030.04",-1.04,"R$ 159,081.73"
2023-02-13 08:00,CELO,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,106.2,$0.7634,$0.7023 (8.00%),$0.7641,$0.8855,-0.69,2.07,2023-02-20 00:00 | 2023-02-22 12:00,$0.8855 | $0.7880,Parcial Segurança (2.0R / 50%) | Trailing Runner 50% (ema20_1d),R$ 56.89,R$ 88.42,"R$ +3,333.17",1.15,"R$ 162,414.90"
2023-02-23 16:00,ALICE,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,113.3,$2.1141,$1.9449 (8.00%),$1.9449,$2.4523,-1.17,0.0,2023-02-24 16:00,$1.9434,Stop Loss Inicial,R$ 56.85,R$ 10.52,"R$ -3,008.41",-1.03,"R$ 159,406.50"
2023-02-11 04:00,BAT,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,107.1,$0.2714,$0.2497 (8.00%),$0.2717,$0.3149,-0.2,1.98,2023-02-15 20:00 | 2023-02-25 00:00,$0.3149 | $0.2965,Parcial Segurança (2.0R / 50%) | Trailing Runner 50% (ema20_1d),R$ 59.09,R$ 89.02,"R$ +4,527.47",1.53,"R$ 163,933.97"
2023-02-23 16:00,OP,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,108.6,$2.9126,$2.6796 (8.00%),$2.6796,$3.3786,-0.99,1.17,2023-02-25 16:00,$2.6774,Stop Loss Inicial,R$ 56.84,R$ -34.50,"R$ -2,962.97",-1.02,"R$ 160,970.99"
2023-02-26 04:00,DYDX,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,99.7,$2.8404,$2.6132 (8.00%),$2.8433,$3.2949,-0.42,1.75,2023-03-02 00:00 | 2023-03-03 00:00,$3.2949 | $2.8410,Parcial Segurança (2.0R / 50%) | Stop BE Runner (50%),R$ 55.59,R$ 50.66,"R$ +2,748.03",0.96,"R$ 163,719.02"
2023-02-27 04:00,BTC,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,BTC,129.1,$23552.7705,$22325.3321 (5.21%),$22325.3321,$26007.6472,-1.02,0.15,2023-03-03 00:00,$22307.4719,Stop Loss Inicial,R$ 84.21,R$ 41.12,"R$ -3,017.27",-1.06,"R$ 160,701.75"
2023-02-14 00:00,TRX,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,101.0,$0.0656,$0.0613 (6.53%),$0.0613,$0.0742,0.0,1.56,2023-03-07 00:00,$0.0671,Time-Stop (21d),R$ 33.09,R$ 36.39,R$ +441.52,0.31,"R$ 161,143.27"
2023-02-27 04:00,ETH,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ETH,108.2,$1640.4898,$1525.0300 (7.04%),$1525.0300,$1871.4095,-0.71,0.21,2023-03-07 12:00,$1523.8100,Stop Loss Inicial,R$ 62.90,R$ 54.37,"R$ -2,997.22",-1.05,"R$ 158,146.04"
2023-03-05 04:00,NEO,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,104.6,$12.2301,$11.2517 (8.00%),$11.2517,$14.1869,-0.72,0.03,2023-03-07 20:00,$11.2427,Stop Loss Inicial,R$ 55.54,R$ 27.08,"R$ -2,955.97",-1.04,"R$ 155,190.08"
2023-03-06 04:00,IMX,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,105.6,$1.0637,$0.9786 (8.00%),$0.9786,$1.2339,-1.16,0.8,2023-03-08 16:00,$0.9779,Stop Loss Inicial,R$ 55.53,R$ 21.15,"R$ -2,949.76",-1.04,"R$ 152,240.31"
2023-03-14 16:00,OP,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,125.8,$2.9153,$2.6820 (8.00%),$2.6820,$3.3817,-0.88,0.0,2023-03-14 20:00,$2.6799,Stop Loss Inicial,R$ 26.77,R$ 0.00,"R$ -1,411.98",-1.03,"R$ 150,828.34"
2023-03-14 20:00,OP,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,126.4,$2.7535,$2.5332 (8.00%),$2.5332,$3.1940,-1.58,0.0,2023-03-15 12:00,$2.5312,Stop Loss Inicial,R$ 26.57,R$ 4.72,"R$ -1,405.83",-1.03,"R$ 149,422.51"
2023-03-24 08:00,DUSK,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,99.6,$0.2222,$0.2044 (8.00%),$0.2044,$0.2577,-0.91,0.0,2023-03-24 16:00,$0.2042,Stop Loss Inicial,R$ 26.78,R$ 1.60,"R$ -1,413.93",-1.03,"R$ 148,008.57"
2023-03-13 04:00,INJ,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,115.4,$3.7449,$3.4453 (8.00%),$3.7486,$4.3441,-0.38,1.86,2023-03-13 20:00 | 2023-03-25 16:00,$4.3441 | $3.8150,Parcial Segurança (2.0R / 50%) | Trailing Runner 50% (ema20_1d),R$ 26.69,R$ 22.74,"R$ +1,472.54",1.08,"R$ 149,481.11"
2023-03-27 04:00,LINK,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,93.3,$7.1756,$6.7809 (5.50%),$6.7809,$7.9650,-0.76,0.0,2023-03-27 12:00,$6.7755,Stop Loss Inicial,R$ 76.45,R$ 4.92,"R$ -2,846.27",-1.04,"R$ 146,634.85"
2023-03-13 04:00,ETH,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ETH,117.3,$1588.5339,$1461.4512 (8.00%),$1590.1224,$1842.6993,-0.06,1.78,2023-03-18 12:00 | 2023-03-27 16:00,$1842.6993 | $1703.7100,Parcial Segurança (2.0R / 50%) | Trailing Runner 50% (ema20_1d),R$ 27.03,R$ 48.25,"R$ +1,904.77",1.4,"R$ 148,539.62"
2023-03-26 08:00,XLM,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,98.6,$0.0921,$0.0847 (8.00%),$0.0922,$0.1068,-0.2,1.96,2023-03-29 08:00 | 2023-04-17 12:00,$0.1068 | $0.1035,Parcial Segurança (2.0R / 50%) | Trailing Runner 50% (ema20_1d),R$ 54.77,R$ 83.97,"R$ +4,692.70",1.72,"R$ 153,232.32"
2023-03-28 00:00,NEO,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,99.3,$12.5763,$11.5702 (8.00%),$11.5702,$14.5885,-0.75,1.25,2023-04-18 00:00,$12.8560,Time-Stop (21d),R$ 51.08,R$ 202.37,R$ +495.55,0.18,"R$ 153,727.87"
2023-04-19 04:00,CRV,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,106.0,$1.0645,$0.9956 (6.47%),$0.9956,$1.2024,-1.24,0.0,2023-04-19 08:00,$0.9948,Stop Loss Inicial,R$ 67.89,R$ 4.32,"R$ -2,942.42",-1.04,"R$ 150,785.45"
2023-04-19 04:00,BCH,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,100.9,$133.2166,$127.4064 (4.36%),$127.4064,$144.8369,-1.09,0.0,2023-04-19 08:00,$127.3045,Stop Loss Inicial,R$ 99.73,R$ -4.01,"R$ -2,982.42",-1.05,"R$ 147,803.03"
2023-03-14 04:00,BTC,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,BTC,137.4,$24392.0900,$22440.7228 (8.00%),$24416.4820,$28294.8243,-0.06,1.97,2023-03-19 16:00 | 2023-04-19 20:00,$28294.8243 | $28795.1000,Parcial Segurança (2.0R / 50%) | Trailing Runner 50% (ema20_1d),R$ 27.93,R$ 80.41,"R$ +2,812.98",2.05,"R$ 150,616.01"
2023-04-19 08:00,XMR,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,88.6,$161.5307,$155.0695 (4.00%),$155.0695,$174.4532,-1.36,0.0,2023-04-19 20:00,$154.9454,Stop Loss Inicial,R$ 105.14,R$ 6.68,"R$ -2,912.32",-1.06,"R$ 147,703.69"
2023-03-29 04:00,INJ,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,106.6,$4.2611,$3.9202 (8.00%),$4.2654,$4.9429,0.0,7.77,2023-04-01 16:00 | 2023-04-23 16:00,$4.9429 | $6.9320,Parcial Segurança (2.0R / 50%) | Trailing Runner 50% (ema20_1d),R$ 60.44,"R$ -1,357.00","R$ +14,543.04",5.4,"R$ 162,246.73"
2023-04-24 04:00,BEL,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,117.6,$0.7443,$0.6847 (8.00%),$0.6847,$0.8634,-1.14,0.0,2023-04-25 00:00,$0.6842,Stop Loss Inicial,R$ 56.33,R$ -24.39,"R$ -2,946.47",-1.02,"R$ 159,300.26"
2023-04-22 04:00,ZIL,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,115.9,$0.0323,$0.0297 (8.00%),$0.0297,$0.0374,-0.99,1.01,2023-04-25 08:00,$0.0297,Stop Loss Inicial,R$ 53.24,R$ 16.09,"R$ -2,823.83",-1.03,"R$ 156,476.43"
2023-04-19 08:00,TRX,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,97.7,$0.0666,$0.0639 (4.00%),$0.0639,$0.0719,-0.79,0.02,2023-04-26 20:00,$0.0639,Stop Loss Inicial,R$ 105.17,R$ -136.91,"R$ -2,769.54",-1.01,"R$ 153,706.89"
2023-04-26 16:00,JASMY,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,102.9,$0.0066,$0.0061 (8.00%),$0.0061,$0.0076,-0.61,0.0,2023-04-26 20:00,$0.0061,Stop Loss Inicial,R$ 54.73,R$ 0.00,"R$ -2,886.39",-1.03,"R$ 150,820.51"
2023-04-27 20:00,WOO,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,98.9,$0.2995,$0.2755 (8.00%),$0.2755,$0.3474,-1.17,0.0,2023-04-29 08:00,$0.2753,Stop Loss Inicial,R$ 26.54,R$ 8.22,"R$ -1,407.81",-1.03,"R$ 149,412.70"
2023-04-27 20:00,BEL,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,123.9,$0.8017,$0.7376 (8.00%),$0.7376,$0.9300,-0.93,0.33,2023-04-30 16:00,$0.7370,Stop Loss Inicial,R$ 26.54,R$ 13.88,"R$ -1,413.57",-1.04,"R$ 147,999.13"
2023-04-26 04:00,XMR,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,100.3,$160.2401,$151.2646 (5.60%),$151.2646,$178.1910,-1.01,0.14,2023-05-01 16:00,$151.1436,Stop Loss Inicial,R$ 77.27,R$ 38.77,"R$ -2,959.66",-1.05,"R$ 145,039.47"
2023-04-29 08:00,SOL,LONG,Trend Following (BE/Par. 2.0R / Runner 50%),bull,ALT,101.5,$23.2686,$21.4071 (8.00%),$21.4071,$26.9916,-1.01,0.21,2023-05-03 08:00,$21.3900,Stop Loss Inicial,R$ 26.35,R$ 9.82,"R$ -1,399.52",-1.04,"R$ 143,639.95"
