symbol,initial_capital,final_capital,net_profit_brl,return_pct,bnh_return_pct,total_trades,winning_trades,losing_trades,breakeven_trades,win_rate_pct,profit_factor,max_drawdown_pct
SOL,200.0,195.61386303703463,-4.386136962965367,-2.1930684814826833,3.478787878787884,13,5,8,0,38.46153846153847,0.8704141770236274,13.189745108625678
SUI,200.0,190.96603853505695,-9.033961464943047,-4.516980732471524,-24.033178929225464,12,3,6,3,25.0,0.6521537124351686,9.943640956836933
ILV,200.0,203.03187598274468,3.0318759827446797,1.5159379913723399,-18.567639257294434,12,5,5,2,41.66666666666667,1.1145484136815709,8.080766027113969
NEAR,200.0,225.91880454116836,25.918804541168356,12.959402270584178,72.09533267130091,11,5,5,1,45.45454545454545,2.0439500256486336,8.236621225303114
APT,200.0,198.24720127157872,-1.7527987284212827,-0.8763993642106415,-35.10392609699768,6,2,3,1,33.33333333333333,0.8600940153949788,4.9375
GALA,200.0,203.17767229428347,3.177672294283468,1.588836147141734,-62.84960422163588,7,3,4,0,42.857142857142854,1.1547504006247549,4.937500000000001
INJ,200.0,222.87464586968915,22.874645869689147,11.437322934844573,40.383444917833245,13,6,4,3,46.15384615384615,2.074714242522704,4.937500000000001
PENDLE,200.0,200.31180169716166,0.3118016971616555,0.15590084858082776,19.798657718120804,13,4,6,3,30.76923076923077,1.010322879677659,7.314062500000006
TON,200.0,189.82429276051238,-10.175707239487622,-5.087853619743811,17.04462326261888,7,1,5,1,14.285714285714285,0.5905885364748621,7.314062500000008
