open_time,open_time_dt,open,high,low,close,volume,close_time,close_time_dt,quote_volume,trades_count,taker_buy_base,taker_buy_quote
1776297600000,2026-04-16 00:00:00,0.6200000,0.7985000,0.5220000,0.6595000,144718755,1776383999999,2026-04-16 23:59:59,90225779.5764000,1489763,68500069,42737603.6441000
1776384000000,2026-04-17 00:00:00,0.6597000,0.7264000,0.5732000,0.6975000,67432023,1776470399999,2026-04-17 23:59:59,44511350.7440000,834704,31554758,20881599.7151000
1776470400000,2026-04-18 00:00:00,0.6975000,0.9672000,0.6311000,0.7427000,182411184,1776556799999,2026-04-18 23:59:59,147535168.5129000,3174478,87487777,70883314.7286000
1776556800000,2026-04-19 00:00:00,0.7427000,0.7485000,0.5016000,0.6484000,137233809,1776643199999,2026-04-19 23:59:59,85206036.7261000,1806449,65202194,40511974.5693000
1776643200000,2026-04-20 00:00:00,0.6483000,0.6810000,0.5520000,0.5584000,60802612,1776729599999,2026-04-20 23:59:59,37095597.2089000,730393,29575980,18076404.4188000
1776729600000,2026-04-21 00:00:00,0.5585000,0.6202000,0.5407000,0.5793000,47679719,1776815999999,2026-04-21 23:59:59,27564953.8132000,502781,23062861,13342222.1339000
1776816000000,2026-04-22 00:00:00,0.5794000,0.6669000,0.5732000,0.6434000,54329028,1776902399999,2026-04-22 23:59:59,33172966.9198000,631058,26104996,15946955.7677000
1776902400000,2026-04-23 00:00:00,0.6431000,0.7440000,0.6278000,0.6704000,107908241,1776988799999,2026-04-23 23:59:59,74773577.8523000,1292800,50971045,35347622.8747000
1776988800000,2026-04-24 00:00:00,0.6703000,0.6914000,0.6052000,0.6361000,46226640,1777075199999,2026-04-24 23:59:59,30015056.5515000,497492,22150528,14401714.1304000
1777075200000,2026-04-25 00:00:00,0.6360000,0.6536000,0.5564000,0.5716000,34486006,1777161599999,2026-04-25 23:59:59,20791951.0507000,345712,16355994,9877540.2169000
1777161600000,2026-04-26 00:00:00,0.5717000,0.5939000,0.5590000,0.5882000,27462668,1777247999999,2026-04-26 23:59:59,15808911.4233000,232113,13337978,7682263.1408000
1777248000000,2026-04-27 00:00:00,0.5881000,0.5989000,0.5308000,0.5659000,34099192,1777334399999,2026-04-27 23:59:59,19502145.7507000,287054,15814996,9048973.9301000
1777334400000,2026-04-28 00:00:00,0.5660000,0.5703000,0.5150000,0.5295000,21423803,1777420799999,2026-04-28 23:59:59,11596173.4556000,178176,10168388,5509434.0392000
1777420800000,2026-04-29 00:00:00,0.5294000,0.5480000,0.4357000,0.4590000,47027380,1777507199999,2026-04-29 23:59:59,22788835.8152000,329170,22108664,10697148.0795000
1777507200000,2026-04-30 00:00:00,0.4589000,0.5244000,0.4050000,0.5162000,91221770,1777593599999,2026-04-30 23:59:59,41436734.0211000,605530,44470593,20206937.8901000
1777593600000,2026-05-01 00:00:00,0.5163000,0.5499000,0.4680000,0.4982000,93683425,1777679999999,2026-05-01 23:59:59,48323386.1721000,750651,45369980,23424616.6337000
1777680000000,2026-05-02 00:00:00,0.4983000,0.5665000,0.4924000,0.5595000,36770859,1777766399999,2026-05-02 23:59:59,19097305.5862000,310129,17934589,9315072.0301000
1777766400000,2026-05-03 00:00:00,0.5595000,0.6417000,0.5543000,0.6192000,85727762,1777852799999,2026-05-03 23:59:59,50860375.6621000,810538,41560558,24680975.1461000
1777852800000,2026-05-04 00:00:00,0.6192000,0.6411000,0.5256000,0.5466000,48330630,1777939199999,2026-05-04 23:59:59,27501446.4365000,457331,22919415,13043335.1946000
1777939200000,2026-05-05 00:00:00,0.5464000,0.5608000,0.5049000,0.5145000,24749258,1778025599999,2026-05-05 23:59:59,13136134.0701000,246259,11464458,6095699.1533000
1778025600000,2026-05-06 00:00:00,0.5146000,0.6109000,0.5052000,0.5954000,38607779,1778111999999,2026-05-06 23:59:59,21662037.9916000,410597,18502543,10383794.9478000
1778112000000,2026-05-07 00:00:00,0.5953000,0.6244000,0.5507000,0.5612000,35801773,1778198399999,2026-05-07 23:59:59,21226364.0988000,385619,17033968,10108651.3421000
1778198400000,2026-05-08 00:00:00,0.5612000,0.5896000,0.5241000,0.5803000,24677173,1778284799999,2026-05-08 23:59:59,13623478.3804000,261873,11656959,6439927.5270000
1778284800000,2026-05-09 00:00:00,0.5800000,0.5943000,0.5564000,0.5715000,20318915,1778371199999,2026-05-09 23:59:59,11768790.5297000,215246,9391042,5442433.4264000
1778371200000,2026-05-10 00:00:00,0.5716000,0.6080000,0.5424000,0.5704000,21937913,1778457599999,2026-05-10 23:59:59,12768320.2135000,237141,10004332,5826354.3508000
1778457600000,2026-05-11 00:00:00,0.5703000,0.5763000,0.5161000,0.5271000,22042000,1778543999999,2026-05-11 23:59:59,11851462.7820000,218085,10053027,5405780.4339000
1778544000000,2026-05-12 00:00:00,0.5271000,0.5753000,0.5184000,0.5696000,23565576,1778630399999,2026-05-12 23:59:59,12908758.1874000,264926,11492525,6297171.4968000
1778630400000,2026-05-13 00:00:00,0.5694000,0.5745000,0.5101000,0.5210000,17913120,1778716799999,2026-05-13 23:59:59,9665490.6496000,154658,8383339,4521417.9065000
1778716800000,2026-05-14 00:00:00,0.5207000,0.5265000,0.4671000,0.5082000,19577912,1778803199999,2026-05-14 23:59:59,9633185.2554000,160981,8973644,4414621.3715000
