open_time,open_time_dt,open,high,low,close,volume,close_time,close_time_dt,quote_volume,trades_count,taker_buy_base,taker_buy_quote
1562803200000,2019-07-11 00:00:00,0.31480000,0.31480000,0.26700000,0.27440000,637528.46000000,1562889599999,2019-07-11 23:59:59,181928.99189300,2798,287700.53000000,82107.94834900
1562889600000,2019-07-12 00:00:00,0.27440000,0.37700000,0.27360000,0.31530000,3532355.86000000,1562975999999,2019-07-12 23:59:59,1168018.68595500,8555,1669679.71000000,549782.50936700
1562976000000,2019-07-13 00:00:00,0.31570000,0.31610000,0.28090000,0.28930000,714413.48000000,1563062399999,2019-07-13 23:59:59,212376.07810500,2774,286895.53000000,85503.59037400
1563062400000,2019-07-14 00:00:00,0.28930000,0.28940000,0.24680000,0.24830000,746571.53000000,1563148799999,2019-07-14 23:59:59,198721.04925100,2063,242059.59000000,63987.42735400
1563148800000,2019-07-15 00:00:00,0.24830000,0.25090000,0.23010000,0.24720000,485627.42000000,1563235199999,2019-07-15 23:59:59,117174.37700600,1815,261039.20000000,63169.94793900
1563235200000,2019-07-16 00:00:00,0.24740000,0.25350000,0.21010000,0.21160000,449770.78000000,1563321599999,2019-07-16 23:59:59,106155.20921400,2019,172741.38000000,40594.54484200
1563321600000,2019-07-17 00:00:00,0.21090000,0.23040000,0.20670000,0.22370000,324121.70000000,1563407999999,2019-07-17 23:59:59,70807.15862700,1564,136739.69000000,29890.17887200
1563408000000,2019-07-18 00:00:00,0.22440000,0.24180000,0.21550000,0.23870000,641117.81000000,1563494399999,2019-07-18 23:59:59,146973.07143300,2217,330305.17000000,75387.74595500
1563494400000,2019-07-19 00:00:00,0.23990000,0.25260000,0.23570000,0.24850000,440357.88000000,1563580799999,2019-07-19 23:59:59,107020.20948000,1811,226275.71000000,54955.93373600
1563580800000,2019-07-20 00:00:00,0.24850000,0.26100000,0.24410000,0.25270000,460804.48000000,1563667199999,2019-07-20 23:59:59,115450.86763100,1887,235022.47000000,58910.59565100
1563667200000,2019-07-21 00:00:00,0.25090000,0.25450000,0.23640000,0.24390000,256213.44000000,1563753599999,2019-07-21 23:59:59,62739.21089500,1128,127061.00000000,31086.34278900
1563753600000,2019-07-22 00:00:00,0.24370000,0.26460000,0.24270000,0.25040000,437658.28000000,1563839999999,2019-07-22 23:59:59,110004.11654200,1931,250395.89000000,62896.95235300
1563840000000,2019-07-23 00:00:00,0.25140000,0.26990000,0.24800000,0.25150000,515544.08000000,1563926399999,2019-07-23 23:59:59,132723.73426200,2325,221755.41000000,57040.89025800
1563926400000,2019-07-24 00:00:00,0.25180000,0.25420000,0.22950000,0.24500000,432397.09000000,1564012799999,2019-07-24 23:59:59,102938.87261700,1862,203388.52000000,48356.36470700
1564012800000,2019-07-25 00:00:00,0.24400000,0.25290000,0.24250000,0.24480000,284943.85000000,1564099199999,2019-07-25 23:59:59,70268.34913400,1380,143366.03000000,35396.76768700
1564099200000,2019-07-26 00:00:00,0.24480000,0.25320000,0.24010000,0.24590000,263181.36000000,1564185599999,2019-07-26 23:59:59,64609.99293800,1209,120196.96000000,29523.89160800
1564185600000,2019-07-27 00:00:00,0.24650000,0.26620000,0.22850000,0.23230000,657493.36000000,1564271999999,2019-07-27 23:59:59,162506.94837300,2168,332264.95000000,82628.45036600
1564272000000,2019-07-28 00:00:00,0.23200000,0.23430000,0.22380000,0.23190000,201500.46000000,1564358399999,2019-07-28 23:59:59,46591.99350800,835,95636.62000000,22118.68804800
1564358400000,2019-07-29 00:00:00,0.23120000,0.25760000,0.22940000,0.24070000,565818.46000000,1564444799999,2019-07-29 23:59:59,136101.75821500,1969,231491.92000000,55758.65712900
1564444800000,2019-07-30 00:00:00,0.24050000,0.25160000,0.23410000,0.24530000,278033.90000000,1564531199999,2019-07-30 23:59:59,67094.13180900,1096,136731.38000000,32909.96643100
1564531200000,2019-07-31 00:00:00,0.24390000,0.24980000,0.24060000,0.24470000,253706.06000000,1564617599999,2019-07-31 23:59:59,62204.36773800,1077,126975.30000000,31184.14158300
1564617600000,2019-08-01 00:00:00,0.24480000,0.24660000,0.23250000,0.23480000,191215.42000000,1564703999999,2019-08-01 23:59:59,45317.72615800,955,84790.05000000,20098.64187500
1564704000000,2019-08-02 00:00:00,0.23480000,0.24900000,0.23120000,0.23360000,295648.25000000,1564790399999,2019-08-02 23:59:59,69585.95549900,978,128607.30000000,30444.91368600
1564790400000,2019-08-03 00:00:00,0.23360000,0.24990000,0.23360000,0.24840000,311513.93000000,1564876799999,2019-08-03 23:59:59,75806.42270400,1245,155568.79000000,37938.69134600
1564876800000,2019-08-04 00:00:00,0.24880000,0.24960000,0.23600000,0.23910000,169924.19000000,1564963199999,2019-08-04 23:59:59,41013.44594900,834,80624.20000000,19472.12863600
1564963200000,2019-08-05 00:00:00,0.23910000,0.24680000,0.23100000,0.23750000,453135.11000000,1565049599999,2019-08-05 23:59:59,107208.67048900,1756,201532.58000000,47756.43504300
1565049600000,2019-08-06 00:00:00,0.23690000,0.23700000,0.22000000,0.22220000,555761.87000000,1565135999999,2019-08-06 23:59:59,127039.19371000,2079,211405.08000000,48385.38634800
1565136000000,2019-08-07 00:00:00,0.22150000,0.22790000,0.21760000,0.22410000,353546.93000000,1565222399999,2019-08-07 23:59:59,78713.47011500,1494,165863.28000000,36940.04360800
1565222400000,2019-08-08 00:00:00,0.22440000,0.22500000,0.21250000,0.21640000,344633.89000000,1565308799999,2019-08-08 23:59:59,75323.54854100,1288,125393.29000000,27365.79202200
1565308800000,2019-08-09 00:00:00,0.21570000,0.21860000,0.20210000,0.20660000,445481.99000000,1565395199999,2019-08-09 23:59:59,92443.41245200,1571,268891.13000000,55593.91557500
1565395200000,2019-08-10 00:00:00,0.20660000,0.20890000,0.19630000,0.20720000,299393.39000000,1565481599999,2019-08-10 23:59:59,60918.14341200,1198,153724.34000000,31331.46297700
1565481600000,2019-08-11 00:00:00,0.20720000,0.21410000,0.20390000,0.21120000,207474.18000000,1565567999999,2019-08-11 23:59:59,43432.84136700,730,87859.58000000,18406.73086300
1565568000000,2019-08-12 00:00:00,0.21120000,0.21190000,0.20250000,0.20790000,243244.04000000,1565654399999,2019-08-12 23:59:59,50163.16213400,872,94250.54000000,19469.02515000
1565654400000,2019-08-13 00:00:00,0.20790000,0.20900000,0.19740000,0.20300000,378194.28000000,1565740799999,2019-08-13 23:59:59,76461.71778100,979,167230.60000000,33845.87861300
1565740800000,2019-08-14 00:00:00,0.20300000,0.20300000,0.17820000,0.18160000,415193.49000000,1565827199999,2019-08-14 23:59:59,78508.98676800,1598,196232.57000000,37233.58577900
1565827200000,2019-08-15 00:00:00,0.18160000,0.18510000,0.17570000,0.18090000,547805.12000000,1565913599999,2019-08-15 23:59:59,98585.48624800,1752,268452.99000000,48358.74516700
1565913600000,2019-08-16 00:00:00,0.18070000,0.18490000,0.17110000,0.17510000,327746.12000000,1565999999999,2019-08-16 23:59:59,57479.55517400,1279,160268.45000000,28102.01811000
1566000000000,2019-08-17 00:00:00,0.17500000,0.17730000,0.17110000,0.17730000,141185.91000000,1566086399999,2019-08-17 23:59:59,24541.89919000,555,55455.50000000,9673.19933400
1566086400000,2019-08-18 00:00:00,0.17730000,0.18580000,0.17640000,0.18040000,124680.30000000,1566172799999,2019-08-18 23:59:59,22659.23951900,464,73082.39000000,13338.76134800
1566172800000,2019-08-19 00:00:00,0.18050000,0.20990000,0.17720000,0.18820000,749764.38000000,1566259199999,2019-08-19 23:59:59,145847.28993400,1759,312544.52000000,60062.87495000
1566259200000,2019-08-20 00:00:00,0.18880000,0.19190000,0.17980000,0.18160000,206325.96000000,1566345599999,2019-08-20 23:59:59,38076.36648900,631,81678.76000000,15124.37393600
1566345600000,2019-08-21 00:00:00,0.18260000,0.18260000,0.16580000,0.17230000,185087.50000000,1566431999999,2019-08-21 23:59:59,31927.13584900,626,75262.89000000,12960.35403200
1566432000000,2019-08-22 00:00:00,0.17330000,0.18300000,0.16580000,0.17630000,219498.82000000,1566518399999,2019-08-22 23:59:59,38137.15769800,737,72232.25000000,12570.50282600
1566518400000,2019-08-23 00:00:00,0.17620000,0.19420000,0.17370000,0.18090000,851235.98000000,1566604799999,2019-08-23 23:59:59,156370.94031800,1813,297213.16000000,54245.87457700
1566604800000,2019-08-24 00:00:00,0.18070000,0.20470000,0.18070000,0.19240000,518516.76000000,1566691199999,2019-08-24 23:59:59,97274.89242000,1651,247192.65000000,46733.64462000
1566691200000,2019-08-25 00:00:00,0.19360000,0.21710000,0.18830000,0.19600000,1180907.72000000,1566777599999,2019-08-25 23:59:59,240157.93159100,3067,663545.88000000,135433.29368400
1566777600000,2019-08-26 00:00:00,0.19670000,0.20070000,0.18800000,0.19220000,251363.16000000,1566863999999,2019-08-26 23:59:59,48659.73781100,822,82725.42000000,15993.31253500
1566864000000,2019-08-27 00:00:00,0.19320000,0.19370000,0.17970000,0.18420000,347021.21000000,1566950399999,2019-08-27 23:59:59,64443.65646800,783,202700.04000000,37676.33313400
1566950400000,2019-08-28 00:00:00,0.18500000,0.19280000,0.16850000,0.17260000,493174.01000000,1567036799999,2019-08-28 23:59:59,89055.67733000,1431,178096.87000000,32267.65596000
