symbol,initial_capital,final_capital,net_profit_brl,return_pct,bnh_return_pct,total_trades,winning_trades,losing_trades,breakeven_trades,win_rate_pct,profit_factor,max_drawdown_pct
SOL,200.0,204.01331130820236,4.013311308202361,2.0066556541011806,-51.52736770383829,18,7,11,0,38.88888888888889,1.1350483873914867,10.184442914594724
SUI,200.0,196.92845259563225,-3.071547404367749,-1.5357737021838744,-79.35913928195532,14,5,9,0,35.714285714285715,0.8673140663400409,9.751755558323326
ILV,200.0,216.10531678752145,16.105316787521446,8.052658393760723,-79.57217830332824,12,8,4,0,66.66666666666666,2.476859258893837,4.8929297901906645
NEAR,200.0,217.97071030244146,17.97071030244146,8.98535515122073,-28.447563996696946,15,8,7,0,53.333333333333336,1.9021077734755714,7.619762005166542
APT,200.0,181.33014978209033,-18.66985021790967,-9.334925108954835,-86.91634467669103,12,3,9,0,25.0,0.3030743539327232,10.65603797221529
GALA,200.0,181.21396421697153,-18.786035783028467,-9.393017891514233,-90.95933926302415,13,3,10,0,23.076923076923077,0.3342488904450716,11.828978227764923
INJ,200.0,199.9397778271656,-0.060222172834386356,-0.030111086417193178,-65.28261857857251,15,5,10,0,33.33333333333333,0.997986772728468,10.364659498757401
PENDLE,200.0,177.4607356091439,-22.53926439085609,-11.269632195428045,-71.4412059511409,19,5,14,0,26.31578947368421,0.44305531646253987,15.657845399856708
TON,200.0,183.5400548707935,-16.45994512920649,-8.229972564603244,-50.37220843672456,13,2,11,0,15.384615384615385,0.4578512413855115,12.576227710532242
