open_time,open_time_dt,open,high,low,close,volume,close_time,close_time_dt,quote_volume,trades_count,taker_buy_base,taker_buy_quote
1765526400000,2025-12-12 08:00:00,0.0235000,0.0272300,0.0216600,0.0223000,937140541,1765540799999,2025-12-12 11:59:59,23053194.3760000,234489,437977262,10790250.4164900
1765540800000,2025-12-12 12:00:00,0.0223000,0.0233900,0.0182000,0.0187500,1892777380,1765555199999,2025-12-12 15:59:59,39667118.6850800,346714,897393736,18838734.6176300
1765555200000,2025-12-12 16:00:00,0.0187500,0.0194900,0.0161100,0.0170300,1807599305,1765569599999,2025-12-12 19:59:59,31713621.5843700,232505,869723871,15271681.0167700
1765569600000,2025-12-12 20:00:00,0.0170300,0.0180800,0.0168000,0.0174100,739043368,1765583999999,2025-12-12 23:59:59,12963476.4440900,89571,365378972,6413157.2298400
1765584000000,2025-12-13 00:00:00,0.0174200,0.0186000,0.0171300,0.0178400,540074253,1765598399999,2025-12-13 03:59:59,9678837.6710800,77444,261386665,4688055.3545300
1765598400000,2025-12-13 04:00:00,0.0178400,0.0179500,0.0166600,0.0172100,518901902,1765612799999,2025-12-13 07:59:59,8917985.1862900,76908,242970847,4177802.3157000
1765612800000,2025-12-13 08:00:00,0.0172000,0.0176000,0.0160700,0.0172000,716456679,1765627199999,2025-12-13 11:59:59,12042681.5605900,92607,334364494,5624310.3766700
1765627200000,2025-12-13 12:00:00,0.0172000,0.0176600,0.0145000,0.0149100,1077060484,1765641599999,2025-12-13 15:59:59,17003619.7065500,139454,485054488,7663319.9715000
1765641600000,2025-12-13 16:00:00,0.0149000,0.0158400,0.0147300,0.0156500,406968508,1765655999999,2025-12-13 19:59:59,6216038.2019600,52776,197623786,3020342.2696500
1765656000000,2025-12-13 20:00:00,0.0156500,0.0158800,0.0142700,0.0146800,418130520,1765670399999,2025-12-13 23:59:59,6333583.7960300,68072,190913759,2896746.6614100
1765670400000,2025-12-14 00:00:00,0.0146800,0.0154600,0.0135100,0.0147400,765707071,1765684799999,2025-12-14 03:59:59,10902074.4216800,110692,342209031,4880780.3680900
1765684800000,2025-12-14 04:00:00,0.0147400,0.0148600,0.0125700,0.0130900,829141561,1765699199999,2025-12-14 07:59:59,11275492.2201200,116626,368150516,5010403.9006200
1765699200000,2025-12-14 08:00:00,0.0130800,0.0131400,0.0120800,0.0127400,684968868,1765713599999,2025-12-14 11:59:59,8736815.2215200,84375,317606556,4055715.3805700
1765713600000,2025-12-14 12:00:00,0.0127300,0.0134100,0.0122800,0.0130800,636443534,1765727999999,2025-12-14 15:59:59,8189474.2904000,76922,302522778,3895745.9756700
1765728000000,2025-12-14 16:00:00,0.0130800,0.0134700,0.0126100,0.0133100,423506693,1765742399999,2025-12-14 19:59:59,5513221.0495100,65100,203357197,2649732.2602500
1765742400000,2025-12-14 20:00:00,0.0133100,0.0136800,0.0128800,0.0130900,313807796,1765756799999,2025-12-14 23:59:59,4178780.2209600,46897,152607371,2033637.6589100
1765756800000,2025-12-15 00:00:00,0.0130900,0.0135900,0.0126200,0.0132100,267757484,1765771199999,2025-12-15 03:59:59,3527242.4590800,36695,130691644,1722452.4355300
1765771200000,2025-12-15 04:00:00,0.0132100,0.0139500,0.0126000,0.0133300,505005044,1765785599999,2025-12-15 07:59:59,6674918.8338800,59044,249962071,3307397.5517700
1765785600000,2025-12-15 08:00:00,0.0133200,0.0149000,0.0130400,0.0138300,960896133,1765799999999,2025-12-15 11:59:59,13481780.1370800,96394,494559200,6942703.0881100
1765800000000,2025-12-15 12:00:00,0.0138300,0.0183500,0.0103100,0.0170800,2027214668,1765814399999,2025-12-15 15:59:59,28707531.4603800,237330,972697456,13903069.5968200
1765814400000,2025-12-15 16:00:00,0.0170700,0.0185800,0.0123800,0.0140500,1874321016,1765828799999,2025-12-15 19:59:59,28677688.2203300,268026,895437474,13712448.7296100
