# GOOGLE DRIVE INDEX - UPDATED 2026-05-16T02:34:03.337Z
# FORMAT: ID | PATH | SIZE | MODIFIED

16Q1Qwc5D6-SMrDKCwzC1e-NhR0q0WkCh | /Pessoal/Documentos/Pessoais/Certidão de nascimento.pdf | 1.34 MB | 2023-07-10
12IqpKDHxx0-wkEXC6atSTN_i4a5X_yNL | /Acadêmico/Curriculo/Trabalhos/Simis/poster capsula interna novo.ppt | 2.72 MB | 2022-06-08
1wLTSoZvTApya_VQ3OxP3zjkMmQyXXtOh | /Acadêmico/Curriculo/Trabalhos/Simis/poster vias opticas.pptx | 354.98 KB | 2022-06-08
1lLXnYZ9JPrZ66KerHRdEJzCYWsqSz_Y_ | /Acadêmico/Curriculo/Trabalhos/Simis/poster tronco temporal.ppt | 4.82 MB | 2022-06-08
1zvQMdSmS7wz5j0ls5rZH2nCIoXTkTGU_ | /Acadêmico/Curriculo/Trabalhos/Simis/hematoma.pdf | 1.11 MB | 2022-06-08
1fSr3_5HTIsKix08hBPKwCA2RMLY4bCgn | /Acadêmico/Curriculo/Residencia  Faculdade/Faculdade/CV IGESP.pdf | 281.66 KB | 2022-06-07
17_rtvzCXCCJsW1aKlIr6zB8eeZX33y5S | /Acadêmico/Curriculo/Trabalhos/SONESP POSTER - Anatomia da capsula interna.pdf | 182.58 KB | 2022-06-07
1XnMbXaIVfAHwBKqO6UlYm4DnzDk0Amgn | /Acadêmico/Curriculo/Trabalhos/SONESP POSTER - Anatomia das Vias Opticas.pdf | 162.78 KB | 2022-06-07
1CsOO65fGgttdc3_QZ6VSXoyzJGSc7CdJ | /Acadêmico/Curriculo/Trabalhos/awake IAMSPE.pdf | 334.96 KB | 2022-06-07
1zC6iCaqu4vnMZwD0yhJXXXGlnCUK9MLk | /Acadêmico/Curriculo/Trabalhos/XII CPN POSTER - Anatomia do Giro do Cingulo.pdf | 327.18 KB | 2022-06-07
1YT5_CULve5N6gOignGAZCSbpVOa0LShX | /Acadêmico/Curriculo/Trabalhos/XII CPN POSTER - Hematoma subdural agudo em SAF.pdf | 291.24 KB | 2022-06-07
1uAKM1db6ssPRs38xSp6C2EyM0wFg1UJ5 | /Acadêmico/Curriculo/Congressos  Simposios/CBAN.pdf | 317.79 KB | 2022-06-07
1FDj4J5EUrxCU5ykdn_T5SDG03E8QJ0eO | /Acadêmico/Curriculo/Trabalhos/NEURODC19 POSTER - Anatomia da ACA.pdf | 281.71 KB | 2022-06-07
1HL08RuuTp3vlVCauiyV_TAhyAz6xQdii | /Acadêmico/Curriculo/Residencia  Faculdade/Faculdade/BOLETIM.pdf | 216.17 KB | 2022-06-07
1Oc3VCvH8Bk4C7FpReoRt3e4pzvqfF_R1 | /Acadêmico/Curriculo/Residencia  Faculdade/Faculdade/Teste de Progresso SP1 - 2020.pdf | 219.18 KB | 2022-06-07
1z56RSvBk2Duag2D7oULIC3DNeSOfRxSJ | /Acadêmico/Curriculo/Trabalhos/CBAN poster.pdf | 322.59 KB | 2022-06-07
1nnJXQdqVadxDmwuwU2oM51BOXjTeDS4V | /Acadêmico/Curriculo/Estagios/Russia.pdf | 222.12 KB | 2022-06-07
1Fvvc10fhyhU1A6sd4DL2bLWnwTKxKWWI | /Acadêmico/Curriculo/Residencia  Faculdade/Faculdade/Media geral Progresso.png | 406.99 KB | 2022-06-07
1ldw6eIoepgpRRwoqP2RFExETXzEDA5-t | /Acadêmico/Curriculo/Congressos  Simposios/new trends in epilepsy.pdf | 485.57 KB | 2022-06-07
1O-z2lEgqpzFd-1lIPouadQhA4mzVMm8E | /Acadêmico/Curriculo/Congressos  Simposios/New Trends in Skull Base Surgery.pdf | 183.87 KB | 2022-06-07
1XvL9AVU1niwL0B6ZN11QMchzmcHYLOsu | /Acadêmico/Curriculo/Congressos  Simposios/5th adv tech in ncr.pdf | 323.40 KB | 2022-06-07
11Jy1pH6AhzS79tTtgprz5738eqgi9h4g | /Acadêmico/Curriculo/Trabalhos/JBNC 2019 Individual.pdf | 1.52 MB | 2022-06-07
1RZ3eUSBSMcy6OJfLU-LTsWduYDfZYugg | /Acadêmico/Curriculo/Trabalhos/Descompressão neurovascular trigemeo.pdf | 434.97 KB | 2022-06-07
1gxI2u5fP9Wrs74hxg-rgkCCqHrFmsI7h | /Acadêmico/Curriculo/Trabalhos/Optogenética JBNC.pdf | 449.56 KB | 2022-06-07
144SLKhE0BESrFZNZG6guadYCPkuJ5dkq | /Acadêmico/Curriculo/Trabalhos/JBNC Radiocir meningioma.pdf | 1.28 MB | 2022-06-07
1fb153KHlZX-be0lVCqDMk54ynPRnk7de | /Acadêmico/Curriculo/Residencia  Faculdade/Faculdade/SUMEP Diretoria Consultoria IC.pdf | 270.97 KB | 2022-06-07
1ly95RyHTGOdIQ0vNSxq8EJIF609GC-uc | /Acadêmico/Curriculo/Residencia  Faculdade/Faculdade/Red Flags.pdf | 425.11 KB | 2022-06-07
1BkVYBzZICEYM0TSzwuzYSQpVToFiYDqz | /Acadêmico/Curriculo/Palestrante/IFMSA - Palestra.pdf | 247.37 KB | 2022-06-07
112kXA8bo0GFY5fcGNwCqhx62r8H7zyBP | /Acadêmico/Curriculo/Residencia  Faculdade/Faculdade/Liga de Dor RI.pdf | 372.97 KB | 2022-06-07
1JNLsIWHj2Ux2wCxuGl3n2xo0q9eHpigV | /Acadêmico/Curriculo/Residencia  Faculdade/Faculdade/Liga Neuro MK.pdf | 339.73 KB | 2022-06-07
1-NOvrOvKGI4hxuzYWb3v0EZBBpVuypN4 | /Acadêmico/Curriculo/Premios/Premio 1º lugar.pdf | 409.10 KB | 2022-06-07
1V9JfxVCaC8LQu6-I_11t-bedcFVOcTSQ | /Acadêmico/Curriculo/Trabalhos/IC Radiocir IAMSPE.pdf | 204.58 KB | 2022-06-07
1XnkquK2_bgvB1UXw24YmjsDYDpHcbjQU | /Acadêmico/Curriculo/Estagios/SPA Med.pdf | 144.78 KB | 2022-06-07
1SJeHvlHkBxlS8WNTIuJg-qQVUZX0wgb1 | /Acadêmico/Curriculo/Premios/Menção Honrosa.pdf | 373.65 KB | 2022-06-07
1r0miHMy2HV9BTLg8atHRkLFxTzvGsn9y | /Acadêmico/Curriculo/Residencia  Faculdade/Faculdade/I Jornada de Neurosciencias.pdf | 361.22 KB | 2022-06-07
1TKwjrErA_BG1vHce7I37rzCGK5r_II1v | /Acadêmico/Curriculo/Residencia  Faculdade/Faculdade/26º Workshop Med.pdf | 290.36 KB | 2022-06-07
1LSah4XHdSM3Id2x6KmtQcJneCUAWljxE | /Acadêmico/Curriculo/Residencia  Faculdade/Faculdade/Diploma.pdf | 769.13 KB | 2022-06-07
1n-xH-IVVMdZ3RSVRZpjw20pA5Psq4siL | /Acadêmico/Curriculo/Residencia  Faculdade/Faculdade/V Workshop IC.pdf | 425.77 KB | 2022-06-07
1IlJZnYGiAC7ZrVNXA2J5eQWKt3Y1fY2H | /Acadêmico/Curriculo/Estagios/Estagio Dr Paulo.pdf | 224.13 KB | 2022-06-07
1kiuM3TMnI8Q-yhcZX-HMuwC_4At5ORni | /Acadêmico/Curriculo/Palestrante/Apresentador - 5th advanced techniques.pdf | 273.09 KB | 2022-06-07
1Ct3MiSFShBLMidTY46veSDasWexbTopE | /Acadêmico/Curriculo/Estagios/Estagio NCR.pdf | 437.90 KB | 2022-06-07
1NgOsPO68CheQFh3FlaPQMdQBfkllf8Qk | /Acadêmico/Curriculo/Residencia  Faculdade/Faculdade/27º Workshop Med.pdf | 287.70 KB | 2022-06-07
1p3S2OMhu-JiTfaqb-uI7KrrZzurI-bFE | /Pessoal/declaração BRUNO MANICA.pdf | 38.54 KB | 2022-06-07
1k4INaVSysofHjSbXK2cI-UWoAvI_2u1f | /Acadêmico/Curriculo/Trabalhos/AJCR- Optogenetics.pdf | 566.28 KB | 2022-01-18
1pGfLU5To4Q5hudamUIxy3k4rEodV53V- | /Acadêmico/Curriculo/Residencia  Faculdade/Faculdade/Historico Escolar - Grad.pdf | 558.05 KB | 2022-01-10
1gSn_-GRQ-2xT1IT71brSjkiZw1AtOeq0 | /Acadêmico/Curriculo/Trabalhos/ABNc - Poster - cd recidiva glioblastomas.pdf | 399.15 KB | 2021-10-08
1y6ikAK6vWVAuRe9eKsdAq_JvamNeK3gc | /Pessoal/Documentos/Empresa/Contrato social inteiro.pdf | 1.02 MB | 2021-03-24
1yzFoG9uOqP7Mfb2CISUdqrkxG8_lXiF_ | /Pessoal/Documentos/Empresa/CRM PJ.pdf | 80.94 KB | 2021-03-17
1bZwZLONZkBUsSFxnGxXTw9aRoCqgDcEH | /Pessoal/Documentos/Empresa/Certidão Negativa de Débitos Tributários da Dívida Ativa do Estado de São Paulo.pdf | 253.55 KB | 2021-03-17
15n8DR3d3Jm-6oVTDLuuOjLk8-OLJaRyQ | /Pessoal/Documentos/Empresa/Certificado de Regularidade.pdf | 96.72 KB | 2021-03-17
1cWQ_9YLUISH5o_rvCMMGep5Xzqa0fZcb | /Pessoal/Documentos/Empresa/Certidão Conjunta de Débitos de Tributos Mobiliários.pdf | 82.50 KB | 2021-03-17
1iWrmWMl74WBmCKw7gJrq9B_m-WXWItTa | /Pessoal/Documentos/Empresa/CERTIDÃO NEGATIVA DE DÉBITOS TRABALHISTAS.pdf | 84.16 KB | 2021-03-17
1bZ8nDkBJVboBUogDscMRmY8VygrGHhqQ | /Pessoal/Documentos/Empresa/CERTIDÃO NEGATIVA DE DÉBITOS RELATIVOS AOS TRIBUTOS FEDERAIS E À DÍVIDA ATIVA.pdf | 69.13 KB | 2021-03-17
1ftMFQ2-TgIAdn90lF3h9ir1AcBwK6egV | /Pessoal/Documentos/Empresa/CNPJ.pdf | 78.49 KB | 2021-03-17
1dklddt7uZGgTyCY1zUV8kwp-esS3NDSx | /Pessoal/Documentos/Empresa/CCM.pdf | 158.38 KB | 2021-03-17
1ccEjbk3kU6CbNRhEi2kzR6uQIxOTN8op | /Pessoal/Documentos/Empresa/Constituição - Contrato social.pdf | 2.55 MB | 2021-03-17
1Ri-immzFFURQp-2llmRaFDf1WtyKIMZP | /Acadêmico/Curriculo/Trabalhos/Simis/Poster anatomia da insula.pdf | 288.66 KB | 2019-12-07
1bOV2cF2GgOTXSNnz5V39bahdjdI9miSb | /Acadêmico/Curriculo/Trabalhos/Simis/Poster anatomia subgenual do cingulo.pdf | 288.51 KB | 2019-12-07
1a9fJtrp89Zq6Uk23mE5mqt2e83SNV7Lq | /Acadêmico/Curriculo/Trabalhos/Simis/Optogenetics.pdf | 566.28 KB | 2019-12-07
