open_time,open_time_dt,open,high,low,close,volume,close_time,close_time_dt,quote_volume,trades_count,taker_buy_base,taker_buy_quote
1769788800000,2026-01-30 16:00:00,0.0238880,0.0258590,0.0188980,0.0206800,819535245,1769803199999,2026-01-30 19:59:59,17030087.0861650,141831,398041537,8269507.8826290
1769803200000,2026-01-30 20:00:00,0.0206800,0.0234720,0.0205000,0.0212300,1184971568,1769817599999,2026-01-30 23:59:59,25823297.8873340,299552,592543109,12921994.4714360
1769817600000,2026-01-31 00:00:00,0.0212310,0.0212400,0.0173670,0.0179590,909558702,1769831999999,2026-01-31 03:59:59,17024624.0251520,216479,430551816,8058051.9753380
1769832000000,2026-01-31 04:00:00,0.0179500,0.0193600,0.0166920,0.0170780,852814308,1769846399999,2026-01-31 07:59:59,15232969.8731980,177327,399187121,7131486.2904420
1769846400000,2026-01-31 08:00:00,0.0170730,0.0177260,0.0158500,0.0160570,1019993319,1769860799999,2026-01-31 11:59:59,17022455.3011860,167511,490631238,8193908.7007350
1769860800000,2026-01-31 12:00:00,0.0160530,0.0185760,0.0154300,0.0161140,1682223120,1769875199999,2026-01-31 15:59:59,28289748.0214110,257247,822396120,13830539.9680130
1769875200000,2026-01-31 16:00:00,0.0161140,0.0166540,0.0137270,0.0146270,1091549975,1769889599999,2026-01-31 19:59:59,16572596.7951780,205465,521482614,7928169.2138500
1769889600000,2026-01-31 20:00:00,0.0146270,0.0161980,0.0143640,0.0153250,553222891,1769903999999,2026-01-31 23:59:59,8432378.3448870,136144,269247545,4106276.0883010
1769904000000,2026-02-01 00:00:00,0.0153220,0.0162490,0.0150320,0.0155660,423369291,1769918399999,2026-02-01 03:59:59,6604929.4154150,193825,213010664,3323794.7786990
1769918400000,2026-02-01 04:00:00,0.0155690,0.0157490,0.0135630,0.0140630,411872586,1769932799999,2026-02-01 07:59:59,5978637.2335150,147209,187798884,2729597.7310340
1769932800000,2026-02-01 08:00:00,0.0140630,0.0150220,0.0131800,0.0148480,487313187,1769947199999,2026-02-01 11:59:59,6791165.1736540,169887,248377569,3468950.7440000
1769947200000,2026-02-01 12:00:00,0.0148500,0.0157690,0.0143990,0.0156610,483411258,1769961599999,2026-02-01 15:59:59,7236845.6921930,192464,242270384,3628703.0311650
1769961600000,2026-02-01 16:00:00,0.0156560,0.0164880,0.0143960,0.0153710,581898800,1769975999999,2026-02-01 19:59:59,8893268.3515900,249991,280790925,4293349.6639800
1769976000000,2026-02-01 20:00:00,0.0153700,0.0155000,0.0137410,0.0141330,342039767,1769990399999,2026-02-01 23:59:59,4889803.3042550,126030,161957498,2315852.5904360
1769990400000,2026-02-02 00:00:00,0.0141340,0.0145280,0.0131800,0.0133650,307389659,1770004799999,2026-02-02 03:59:59,4278815.5593080,130307,143308328,1995734.1583690
1770004800000,2026-02-02 04:00:00,0.0133690,0.0139030,0.0130000,0.0136630,223973727,1770019199999,2026-02-02 07:59:59,3020286.2040100,87021,106720058,1439553.6047350
1770019200000,2026-02-02 08:00:00,0.0136600,0.0137480,0.0130600,0.0133710,202239746,1770033599999,2026-02-02 11:59:59,2721662.2165200,72057,93915682,1263480.2915200
1770033600000,2026-02-02 12:00:00,0.0133680,0.0135210,0.0125340,0.0130110,318736710,1770047999999,2026-02-02 15:59:59,4135968.0155610,112369,150873850,1958958.3819050
1770048000000,2026-02-02 16:00:00,0.0130120,0.0133950,0.0128320,0.0129730,261438793,1770062399999,2026-02-02 19:59:59,3433314.6458900,111260,128335360,1686172.1718100
1770062400000,2026-02-02 20:00:00,0.0129710,0.0132900,0.0128750,0.0131240,171069573,1770076799999,2026-02-02 23:59:59,2241314.9804240,68453,89133587,1167982.1373000
1770076800000,2026-02-03 00:00:00,0.0131250,0.0139150,0.0124470,0.0137820,431196463,1770091199999,2026-02-03 03:59:59,5654250.1630790,157065,210664934,2764663.7139710
1770091200000,2026-02-03 04:00:00,0.0137840,0.0151110,0.0132300,0.0148280,438006391,1770105599999,2026-02-03 07:59:59,6171468.0727560,155007,223493447,3150376.4297360
1770105600000,2026-02-03 08:00:00,0.0148250,0.0153600,0.0143020,0.0145210,518344373,1770119999999,2026-02-03 11:59:59,7694142.5453930,200057,257192733,3818085.3918930
1770120000000,2026-02-03 12:00:00,0.0145210,0.0147130,0.0132330,0.0138660,464755708,1770134399999,2026-02-03 15:59:59,6440760.2803020,138791,228481975,3165714.8642960
1770134400000,2026-02-03 16:00:00,0.0138680,0.0142160,0.0129630,0.0133220,363002764,1770148799999,2026-02-03 19:59:59,4925763.8528490,121851,174411528,2367479.9284520
1770148800000,2026-02-03 20:00:00,0.0133260,0.0141130,0.0128280,0.0128520,278661515,1770163199999,2026-02-03 23:59:59,3753285.2418120,81272,134659141,1816457.2826710
1770163200000,2026-02-04 00:00:00,0.0128520,0.0132280,0.0126800,0.0130470,197514889,1770177599999,2026-02-04 03:59:59,2563985.9202710,57923,92055907,1195468.1804410
1770177600000,2026-02-04 04:00:00,0.0130460,0.0133580,0.0125550,0.0125740,172474702,1770191999999,2026-02-04 07:59:59,2219222.6399450,55705,80578439,1038690.2066630
1770192000000,2026-02-04 08:00:00,0.0125750,0.0128340,0.0122050,0.0127990,253135506,1770206399999,2026-02-04 11:59:59,3160891.1271330,90479,115098403,1438509.4409450
1770206400000,2026-02-04 12:00:00,0.0128000,0.0133040,0.0127360,0.0131390,205865848,1770220799999,2026-02-04 15:59:59,2689032.8465730,75122,102997159,1345765.7860800
1770220800000,2026-02-04 16:00:00,0.0131400,0.0135670,0.0125000,0.0134640,217404198,1770235199999,2026-02-04 19:59:59,2799707.8941330,80304,102278898,1318831.2119840
